"GEO_ID","NAME","B08303_001E","B08303_001EA","B08303_001M","B08303_001MA","B08303_002E","B08303_002EA","B08303_002M","B08303_002MA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004M","B08303_004MA","B08303_004EA","B08303_005E","B08303_005M","B08303_005MA","B08303_005EA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007EA","B08303_007M","B08303_007MA","B08303_008E","B08303_008EA","B08303_008M","B08303_008MA","B08303_009E","B08303_009M","B08303_009MA","B08303_009EA","B08303_010E","B08303_010M","B08303_010MA","B08303_010EA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031200401","Census Tract 2004.01, Cook County, Illinois","1605","null","320","null","0","null","11","null","45","37","null","null","152","114","null","null","81","62","null","null","277","null","156","null","38","null","38","null","446","null","192","null","12","19","null","null","104","86","null","null","174","null","103","null","200","null","127","null","76","null","63","null",
"1400000US17031200402","Census Tract 2004.02, Cook County, Illinois","1689","null","450","null","38","null","63","null","69","57","null","null","63","55","null","null","102","60","null","null","121","null","93","null","58","null","61","null","275","null","140","null","56","89","null","null","37","50","null","null","367","null","142","null","402","null","163","null","101","null","124","null",
"1400000US17031210100","Census Tract 2101, Cook County, Illinois","1920","null","269","null","29","null","45","null","62","57","null","null","103","71","null","null","325","129","null","null","241","null","110","null","84","null","55","null","181","null","83","null","62","41","null","null","160","88","null","null","377","null","146","null","289","null","88","null","7","null","14","null",
"1400000US17031210400","Census Tract 2104, Cook County, Illinois","1377","null","207","null","14","null","17","null","24","37","null","null","196","86","null","null","116","66","null","null","238","null","129","null","31","null","22","null","353","null","110","null","24","25","null","null","65","45","null","null","161","null","67","null","106","null","67","null","49","null","55","null",
"1400000US17031210501","Census Tract 2105.01, Cook County, Illinois","2034","null","332","null","0","null","11","null","18","20","null","null","146","93","null","null","138","94","null","null","470","null","164","null","39","null","42","null","676","null","199","null","38","35","null","null","164","108","null","null","240","null","104","null","105","null","71","null","0","null","11","null",
"1400000US17031210502","Census Tract 2105.02, Cook County, Illinois","2021","null","339","null","17","null","26","null","83","84","null","null","237","152","null","null","143","96","null","null","363","null","146","null","66","null","58","null","283","null","134","null","90","73","null","null","151","101","null","null","267","null","205","null","289","null","140","null","32","null","41","null",
"1400000US17031210601","Census Tract 2106.01, Cook County, Illinois","1739","null","364","null","0","null","11","null","0","11","null","null","207","138","null","null","262","186","null","null","400","null","218","null","46","null","49","null","422","null","155","null","10","16","null","null","85","64","null","null","157","null","133","null","135","null","118","null","15","null","27","null",
"1400000US17031210602","Census Tract 2106.02, Cook County, Illinois","1943","null","300","null","12","null","19","null","25","27","null","null","271","107","null","null","183","102","null","null","394","null","166","null","68","null","51","null","342","null","143","null","81","57","null","null","210","101","null","null","211","null","85","null","109","null","96","null","37","null","42","null",
"1400000US17031210700","Census Tract 2107, Cook County, Illinois","2355","null","334","null","99","null","71","null","69","95","null","null","280","149","null","null","354","125","null","null","397","null","172","null","53","null","52","null","391","null","159","null","27","23","null","null","151","91","null","null","293","null","152","null","209","null","91","null","32","null","29","null",
"1400000US17031210800","Census Tract 2108, Cook County, Illinois","501","null","97","null","0","null","11","null","15","16","null","null","29","26","null","null","56","49","null","null","87","null","45","null","13","null","15","null","103","null","54","null","43","30","null","null","40","32","null","null","39","null","31","null","62","null","38","null","14","null","16","null",
"1400000US17031210900","Census Tract 2109, Cook County, Illinois","1499","null","185","null","0","null","11","null","72","82","null","null","197","105","null","null","141","76","null","null","225","null","94","null","73","null","60","null","352","null","111","null","10","16","null","null","159","91","null","null","170","null","85","null","76","null","59","null","24","null","32","null",
"1400000US17031220300","Census Tract 2203, Cook County, Illinois","1244","null","198","null","0","null","11","null","21","21","null","null","131","67","null","null","195","88","null","null","297","null","105","null","90","null","60","null","171","null","95","null","63","52","null","null","50","28","null","null","141","null","77","null","71","null","43","null","14","null","22","null",
"1400000US17031220400","Census Tract 2204, Cook County, Illinois","1525","null","200","null","0","null","11","null","18","21","null","null","181","69","null","null","149","56","null","null","211","null","96","null","35","null","24","null","262","null","120","null","52","36","null","null","200","91","null","null","371","null","154","null","40","null","39","null","6","null","11","null",
"1400000US17031220500","Census Tract 2205, Cook County, Illinois","1532","null","153","null","0","null","11","null","99","79","null","null","101","63","null","null","156","66","null","null","182","null","75","null","152","null","82","null","398","null","124","null","101","48","null","null","102","49","null","null","141","null","62","null","95","null","47","null","5","null","9","null",
"1400000US17031220601","Census Tract 2206.01, Cook County, Illinois","787","null","147","null","13","null","16","null","0","11","null","null","69","48","null","null","56","32","null","null","107","null","72","null","51","null","41","null","235","null","105","null","72","47","null","null","29","22","null","null","118","null","85","null","32","null","20","null","5","null","8","null",
"1400000US17031220602","Census Tract 2206.02, Cook County, Illinois","2471","null","438","null","0","null","11","null","42","55","null","null","188","144","null","null","182","143","null","null","496","null","172","null","119","null","58","null","783","null","286","null","51","40","null","null","103","89","null","null","246","null","114","null","237","null","126","null","24","null","29","null",
"1400000US17031220701","Census Tract 2207.01, Cook County, Illinois","1411","null","299","null","0","null","11","null","49","51","null","null","136","95","null","null","81","82","null","null","390","null","189","null","41","null","78","null","391","null","183","null","0","11","null","null","39","36","null","null","151","null","89","null","133","null","87","null","0","null","11","null",
"1400000US17031220702","Census Tract 2207.02, Cook County, Illinois","1939","null","343","null","11","null","18","null","45","48","null","null","247","102","null","null","246","116","null","null","218","null","97","null","54","null","38","null","522","null","193","null","37","30","null","null","47","43","null","null","256","null","132","null","256","null","221","null","0","null","11","null",
"1400000US17031220901","Census Tract 2209.01, Cook County, Illinois","1154","null","283","null","0","null","11","null","0","11","null","null","188","98","null","null","80","69","null","null","232","null","122","null","51","null","38","null","215","null","146","null","96","71","null","null","100","53","null","null","145","null","91","null","36","null","37","null","11","null","18","null",
"1400000US17031220902","Census Tract 2209.02, Cook County, Illinois","1399","null","294","null","7","null","12","null","22","24","null","null","273","164","null","null","231","187","null","null","311","null","144","null","8","null","14","null","261","null","117","null","0","11","null","null","54","45","null","null","174","null","84","null","58","null","42","null","0","null","11","null",
"1400000US17031221000","Census Tract 2210, Cook County, Illinois","1353","null","250","null","18","null","23","null","36","43","null","null","158","81","null","null","109","48","null","null","277","null","109","null","54","null","32","null","351","null","90","null","9","9","null","null","60","36","null","null","92","null","46","null","170","null","69","null","19","null","18","null",
"1400000US17031221100","Census Tract 2211, Cook County, Illinois","2201","null","254","null","0","null","11","null","54","48","null","null","224","127","null","null","305","142","null","null","398","null","159","null","95","null","66","null","531","null","163","null","20","24","null","null","212","121","null","null","226","null","98","null","90","null","46","null","46","null","34","null",
"1400000US17031221200","Census Tract 2212, Cook County, Illinois","1507","null","237","null","6","null","10","null","0","11","null","null","210","100","null","null","85","47","null","null","287","null","131","null","72","null","52","null","284","null","109","null","31","23","null","null","148","54","null","null","181","null","80","null","203","null","87","null","0","null","11","null",
"1400000US17031221300","Census Tract 2213, Cook County, Illinois","1485","null","175","null","39","null","44","null","67","51","null","null","110","68","null","null","160","73","null","null","301","null","109","null","28","null","27","null","337","null","121","null","54","36","null","null","71","35","null","null","181","null","84","null","91","null","44","null","46","null","39","null",
