"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_001MA","B08303_001EA","B08303_002E","B08303_002M","B08303_002MA","B08303_002EA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004EA","B08303_004M","B08303_004MA","B08303_005E","B08303_005EA","B08303_005M","B08303_005MA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007M","B08303_007MA","B08303_007EA","B08303_008E","B08303_008EA","B08303_008M","B08303_008MA","B08303_009E","B08303_009EA","B08303_009M","B08303_009MA","B08303_010E","B08303_010EA","B08303_010M","B08303_010MA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012M","B08303_012MA","B08303_012EA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031803605","Census Tract 8036.05, Cook County, Illinois","3542","322","null","null","67","57","null","null","305","149","null","null","314","null","143","null","577","null","181","null","480","null","164","null","426","240","null","null","546","null","134","null","52","null","41","null","176","null","83","null","230","null","121","null","211","111","null","null","158","null","87","null",
"1400000US17031803606","Census Tract 8036.06, Cook County, Illinois","4097","390","null","null","80","88","null","null","364","162","null","null","518","null","266","null","453","null","207","null","469","null","173","null","467","175","null","null","729","null","284","null","148","null","109","null","78","null","64","null","500","null","249","null","152","117","null","null","139","null","142","null",
"1400000US17031803607","Census Tract 8036.07, Cook County, Illinois","2699","201","null","null","47","33","null","null","233","74","null","null","267","null","76","null","359","null","86","null","417","null","136","null","234","113","null","null","371","null","96","null","93","null","53","null","88","null","44","null","290","null","74","null","249","87","null","null","51","null","60","null",
"1400000US17031803608","Census Tract 8036.08, Cook County, Illinois","3659","287","null","null","14","24","null","null","384","176","null","null","380","null","120","null","413","null","140","null","525","null","170","null","250","122","null","null","563","null","171","null","134","null","70","null","135","null","79","null","548","null","193","null","302","123","null","null","11","null","18","null",
"1400000US17031803610","Census Tract 8036.10, Cook County, Illinois","4079","295","null","null","34","39","null","null","320","136","null","null","348","null","147","null","460","null","140","null","578","null","173","null","227","130","null","null","858","null","252","null","202","null","87","null","223","null","113","null","527","null","177","null","187","91","null","null","115","null","82","null",
"1400000US17031803611","Census Tract 8036.11, Cook County, Illinois","3007","350","null","null","0","15","null","null","252","98","null","null","316","null","130","null","461","null","152","null","559","null","192","null","226","112","null","null","383","null","134","null","172","null","82","null","106","null","96","null","325","null","146","null","79","58","null","null","128","null","92","null",
"1400000US17031803612","Census Tract 8036.12, Cook County, Illinois","1955","245","null","null","11","16","null","null","196","81","null","null","305","null","122","null","161","null","97","null","429","null","147","null","148","102","null","null","277","null","111","null","24","null","24","null","140","null","91","null","175","null","82","null","81","51","null","null","8","null","13","null",
"1400000US17031803701","Census Tract 8037.01, Cook County, Illinois","1552","173","null","null","7","12","null","null","54","40","null","null","175","null","85","null","176","null","79","null","279","null","100","null","136","71","null","null","250","null","90","null","52","null","42","null","88","null","50","null","162","null","78","null","74","42","null","null","99","null","49","null",
"1400000US17031803702","Census Tract 8037.02, Cook County, Illinois","3394","217","null","null","59","77","null","null","232","96","null","null","413","null","114","null","398","null","124","null","379","null","126","null","282","154","null","null","357","null","137","null","249","null","191","null","144","null","77","null","400","null","123","null","345","139","null","null","136","null","76","null",
"1400000US17031803800","Census Tract 8038, Cook County, Illinois","2484","244","null","null","155","167","null","null","238","81","null","null","387","null","136","null","279","null","92","null","268","null","74","null","112","53","null","null","411","null","112","null","111","null","100","null","97","null","46","null","243","null","84","null","147","49","null","null","36","null","29","null",
"1400000US17031803901","Census Tract 8039.01, Cook County, Illinois","1676","187","null","null","14","17","null","null","169","73","null","null","188","null","77","null","235","null","81","null","208","null","69","null","144","49","null","null","300","null","83","null","27","null","24","null","123","null","71","null","134","null","70","null","77","48","null","null","57","null","44","null",
"1400000US17031803902","Census Tract 8039.02, Cook County, Illinois","1806","246","null","null","61","52","null","null","161","72","null","null","182","null","59","null","203","null","79","null","230","null","102","null","39","29","null","null","388","null","112","null","58","null","43","null","138","null","72","null","202","null","99","null","116","77","null","null","28","null","26","null",
"1400000US17031804000","Census Tract 8040, Cook County, Illinois","2063","188","null","null","36","29","null","null","178","74","null","null","365","null","169","null","370","null","93","null","324","null","126","null","199","85","null","null","234","null","76","null","56","null","45","null","61","null","43","null","104","null","56","null","91","62","null","null","45","null","32","null",
"1400000US17031804102","Census Tract 8041.02, Cook County, Illinois","2746","285","null","null","146","178","null","null","144","85","null","null","294","null","134","null","417","null","158","null","368","null","108","null","142","68","null","null","297","null","120","null","60","null","50","null","208","null","112","null","408","null","125","null","197","114","null","null","65","null","47","null",
"1400000US17031804104","Census Tract 8041.04, Cook County, Illinois","2425","149","null","null","0","11","null","null","114","60","null","null","206","null","64","null","450","null","111","null","373","null","87","null","197","63","null","null","334","null","86","null","56","null","35","null","122","null","67","null","200","null","82","null","251","73","null","null","122","null","58","null",
"1400000US17031804105","Census Tract 8041.05, Cook County, Illinois","2099","215","null","null","0","11","null","null","130","49","null","null","213","null","86","null","280","null","108","null","289","null","90","null","112","60","null","null","375","null","91","null","64","null","35","null","159","null","76","null","216","null","68","null","170","99","null","null","91","null","60","null",
"1400000US17031804106","Census Tract 8041.06, Cook County, Illinois","3629","332","null","null","62","43","null","null","180","101","null","null","523","null","181","null","683","null","189","null","391","null","152","null","214","99","null","null","462","null","140","null","139","null","88","null","188","null","89","null","458","null","211","null","248","108","null","null","81","null","53","null",
"1400000US17031804108","Census Tract 8041.08, Cook County, Illinois","2542","239","null","null","73","70","null","null","398","130","null","null","449","null","131","null","284","null","105","null","276","null","129","null","98","50","null","null","313","null","93","null","89","null","43","null","86","null","48","null","127","null","65","null","299","102","null","null","50","null","65","null",
"1400000US17031804109","Census Tract 8041.09, Cook County, Illinois","1127","154","null","null","13","19","null","null","109","66","null","null","226","null","85","null","125","null","64","null","176","null","115","null","103","67","null","null","165","null","55","null","45","null","41","null","36","null","25","null","43","null","30","null","41","28","null","null","45","null","28","null",
"1400000US17031804201","Census Tract 8042.01, Cook County, Illinois","3256","346","null","null","88","88","null","null","332","185","null","null","169","null","77","null","397","null","150","null","521","null","229","null","186","120","null","null","418","null","123","null","85","null","62","null","294","null","123","null","389","null","178","null","230","115","null","null","147","null","87","null",
"1400000US17031804202","Census Tract 8042.02, Cook County, Illinois","3578","322","null","null","28","35","null","null","290","109","null","null","268","null","160","null","367","null","132","null","481","null","156","null","280","129","null","null","570","null","183","null","284","null","118","null","269","null","129","null","344","null","120","null","347","120","null","null","50","null","42","null",
"1400000US17031804305","Census Tract 8043.05, Cook County, Illinois","4224","402","null","null","42","50","null","null","275","120","null","null","279","null","128","null","404","null","159","null","746","null","192","null","582","267","null","null","743","null","236","null","76","null","68","null","187","null","106","null","327","null","141","null","452","202","null","null","111","null","84","null",
"1400000US17031804306","Census Tract 8043.06, Cook County, Illinois","2546","242","null","null","28","30","null","null","199","73","null","null","356","null","172","null","313","null","84","null","289","null","110","null","258","95","null","null","534","null","169","null","98","null","53","null","50","null","27","null","148","null","77","null","145","81","null","null","128","null","68","null",
"1400000US17031804308","Census Tract 8043.08, Cook County, Illinois","3069","449","null","null","13","22","null","null","115","71","null","null","189","null","98","null","465","null","171","null","489","null","168","null","187","77","null","null","710","null","250","null","57","null","48","null","202","null","96","null","369","null","141","null","206","103","null","null","67","null","51","null",
"1400000US17031804309","Census Tract 8043.09, Cook County, Illinois","1436","157","null","null","10","12","null","null","42","25","null","null","171","null","69","null","184","null","97","null","140","null","60","null","187","63","null","null","350","null","104","null","48","null","31","null","73","null","36","null","110","null","54","null","102","44","null","null","19","null","17","null",
"1400000US17031804310","Census Tract 8043.10, Cook County, Illinois","4540","378","null","null","43","62","null","null","155","81","null","null","429","null","151","null","613","null","216","null","557","null","141","null","421","150","null","null","661","null","206","null","162","null","72","null","292","null","145","null","459","null","161","null","550","167","null","null","198","null","101","null",
"1400000US17031804311","Census Tract 8043.11, Cook County, Illinois","3906","490","null","null","0","15","null","null","253","169","null","null","291","null","143","null","443","null","259","null","425","null","165","null","267","130","null","null","629","null","248","null","171","null","135","null","290","null","126","null","299","null","115","null","750","198","null","null","88","null","67","null",
"1400000US17031804403","Census Tract 8044.03, Cook County, Illinois","3194","361","null","null","59","53","null","null","209","105","null","null","218","null","145","null","425","null","152","null","291","null","119","null","338","178","null","null","346","null","135","null","256","null","190","null","223","null","119","null","374","null","135","null","308","135","null","null","147","null","78","null",
"1400000US17031804404","Census Tract 8044.04, Cook County, Illinois","2394","287","null","null","0","15","null","null","162","98","null","null","266","null","114","null","188","null","82","null","354","null","129","null","186","117","null","null","447","null","162","null","194","null","111","null","158","null","75","null","169","null","68","null","155","98","null","null","115","null","68","null",
"1400000US17031804405","Census Tract 8044.05, Cook County, Illinois","1514","223","null","null","37","40","null","null","65","51","null","null","188","null","99","null","178","null","104","null","231","null","112","null","101","55","null","null","121","null","60","null","48","null","36","null","93","null","71","null","200","null","88","null","208","104","null","null","44","null","44","null",
"1400000US17031804406","Census Tract 8044.06, Cook County, Illinois","3134","318","null","null","43","33","null","null","149","66","null","null","255","null","107","null","528","null","168","null","485","null","170","null","416","132","null","null","469","null","151","null","143","null","89","null","166","null","71","null","296","null","93","null","118","63","null","null","66","null","52","null",
"1400000US17031804505","Census Tract 8045.05, Cook County, Illinois","1880","239","null","null","34","25","null","null","166","69","null","null","132","null","68","null","233","null","94","null","183","null","74","null","146","62","null","null","421","null","119","null","70","null","39","null","85","null","54","null","196","null","90","null","113","57","null","null","101","null","58","null",
"1400000US17031804506","Census Tract 8045.06, Cook County, Illinois","2489","204","null","null","82","71","null","null","130","81","null","null","205","null","91","null","160","null","72","null","384","null","119","null","159","54","null","null","311","null","97","null","105","null","67","null","131","null","75","null","369","null","105","null","240","85","null","null","213","null","79","null",
"1400000US17031804507","Census Tract 8045.07, Cook County, Illinois","6322","547","null","null","0","17","null","null","344","203","null","null","265","null","162","null","564","null","221","null","520","null","219","null","389","206","null","null","1278","null","407","null","318","null","198","null","542","null","217","null","674","null","219","null","1204","337","null","null","224","null","149","null",
"1400000US17031804508","Census Tract 8045.08, Cook County, Illinois","1174","228","null","null","19","26","null","null","34","23","null","null","89","null","74","null","82","null","46","null","217","null","79","null","58","37","null","null","242","null","112","null","32","null","22","null","86","null","47","null","167","null","94","null","104","41","null","null","44","null","33","null",
"1400000US17031804509","Census Tract 8045.09, Cook County, Illinois","2913","345","null","null","0","15","null","null","119","95","null","null","290","null","120","null","477","null","175","null","398","null","231","null","197","87","null","null","620","null","166","null","104","null","80","null","137","null","75","null","357","null","129","null","179","82","null","null","35","null","41","null",
"1400000US17031804510","Census Tract 8045.10, Cook County, Illinois","3208","336","null","null","65","60","null","null","313","141","null","null","247","null","104","null","339","null","137","null","547","null","192","null","262","122","null","null","676","null","196","null","85","null","57","null","168","null","100","null","248","null","109","null","244","116","null","null","14","null","16","null",
"1400000US17031804511","Census Tract 8045.11, Cook County, Illinois","1370","156","null","null","6","10","null","null","67","39","null","null","135","null","75","null","116","null","46","null","205","null","55","null","157","66","null","null","192","null","68","null","52","null","38","null","143","null","66","null","142","null","43","null","94","42","null","null","61","null","45","null",
"1400000US17031804603","Census Tract 8046.03, Cook County, Illinois","3202","452","null","null","25","28","null","null","440","188","null","null","478","null","255","null","428","null","146","null","404","null","123","null","56","43","null","null","531","null","166","null","162","null","139","null","119","null","87","null","234","null","128","null","236","147","null","null","89","null","83","null",
"1400000US17031804606","Census Tract 8046.06, Cook County, Illinois","3692","311","null","null","0","15","null","null","45","44","null","null","596","null","169","null","521","null","150","null","439","null","173","null","281","119","null","null","753","null","189","null","195","null","92","null","162","null","96","null","364","null","160","null","247","103","null","null","89","null","72","null",
"1400000US17031804607","Census Tract 8046.07, Cook County, Illinois","3410","326","null","null","43","55","null","null","357","150","null","null","353","null","139","null","480","null","166","null","655","null","183","null","142","76","null","null","567","null","153","null","135","null","69","null","33","null","26","null","307","null","157","null","238","131","null","null","100","null","80","null",
"1400000US17031804608","Census Tract 8046.08, Cook County, Illinois","1795","217","null","null","7","11","null","null","204","83","null","null","139","null","63","null","214","null","72","null","214","null","75","null","145","58","null","null","322","null","105","null","78","null","53","null","70","null","45","null","171","null","68","null","183","77","null","null","48","null","33","null",
"1400000US17031804609","Census Tract 8046.09, Cook County, Illinois","3299","363","null","null","27","30","null","null","143","98","null","null","460","null","212","null","677","null","240","null","431","null","160","null","240","121","null","null","437","null","165","null","156","null","91","null","133","null","95","null","281","null","111","null","257","114","null","null","57","null","43","null",
"1400000US17031804610","Census Tract 8046.10, Cook County, Illinois","1328","222","null","null","24","40","null","null","77","63","null","null","130","null","55","null","80","null","43","null","123","null","57","null","64","34","null","null","235","null","101","null","68","null","62","null","150","null","78","null","173","null","76","null","150","89","null","null","54","null","60","null",
"1400000US17031804611","Census Tract 8046.11, Cook County, Illinois","2163","165","null","null","30","35","null","null","149","67","null","null","299","null","118","null","246","null","76","null","288","null","85","null","175","65","null","null","318","null","91","null","121","null","84","null","164","null","70","null","274","null","79","null","65","43","null","null","34","null","30","null",
"1400000US17031804701","Census Tract 8047.01, Cook County, Illinois","3488","520","null","null","108","117","null","null","181","99","null","null","496","null","236","null","534","null","204","null","516","null","281","null","178","141","null","null","650","null","241","null","0","null","15","null","158","null","103","null","265","null","136","null","277","153","null","null","125","null","144","null",
"1400000US17031804705","Census Tract 8047.05, Cook County, Illinois","1992","197","null","null","27","25","null","null","151","76","null","null","236","null","71","null","197","null","75","null","227","null","79","null","116","70","null","null","442","null","128","null","91","null","62","null","152","null","75","null","184","null","72","null","135","60","null","null","34","null","26","null",
"1400000US17031804706","Census Tract 8047.06, Cook County, Illinois","1277","115","null","null","35","23","null","null","92","59","null","null","136","null","40","null","155","null","51","null","183","null","56","null","103","38","null","null","263","null","61","null","29","null","23","null","58","null","31","null","131","null","45","null","57","27","null","null","35","null","18","null",
"1400000US17031804709","Census Tract 8047.09, Cook County, Illinois","2971","368","null","null","0","15","null","null","145","97","null","null","381","null","117","null","511","null","184","null","435","null","173","null","196","97","null","null","308","null","97","null","161","null","84","null","82","null","67","null","397","null","165","null","311","166","null","null","44","null","42","null",
"1400000US17031804710","Census Tract 8047.10, Cook County, Illinois","2249","207","null","null","11","16","null","null","186","70","null","null","233","null","74","null","387","null","103","null","234","null","79","null","154","68","null","null","434","null","116","null","95","null","49","null","74","null","59","null","208","null","74","null","147","61","null","null","86","null","40","null",
"1400000US17031804711","Census Tract 8047.11, Cook County, Illinois","4112","386","null","null","54","51","null","null","291","129","null","null","393","null","171","null","1005","null","221","null","467","null","143","null","500","203","null","null","446","null","204","null","185","null","146","null","130","null","75","null","370","null","135","null","194","108","null","null","77","null","68","null",
"1400000US17031804712","Census Tract 8047.12, Cook County, Illinois","2828","261","null","null","21","23","null","null","174","82","null","null","272","null","101","null","264","null","100","null","490","null","120","null","297","125","null","null","299","null","89","null","50","null","39","null","98","null","55","null","395","null","122","null","366","145","null","null","102","null","95","null",
"1400000US17031804713","Census Tract 8047.13, Cook County, Illinois","2943","307","null","null","180","197","null","null","199","98","null","null","361","null","178","null","727","null","226","null","401","null","167","null","70","57","null","null","334","null","126","null","49","null","40","null","47","null","44","null","271","null","115","null","192","97","null","null","112","null","84","null",
