"GEO_ID","NAME","B08303_001E","B08303_001M","B08303_001MA","B08303_001EA","B08303_002E","B08303_002M","B08303_002MA","B08303_002EA","B08303_003E","B08303_003EA","B08303_003M","B08303_003MA","B08303_004E","B08303_004EA","B08303_004M","B08303_004MA","B08303_005E","B08303_005EA","B08303_005M","B08303_005MA","B08303_006E","B08303_006EA","B08303_006M","B08303_006MA","B08303_007E","B08303_007EA","B08303_007M","B08303_007MA","B08303_008E","B08303_008M","B08303_008MA","B08303_008EA","B08303_009E","B08303_009M","B08303_009MA","B08303_009EA","B08303_010E","B08303_010EA","B08303_010M","B08303_010MA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!Less than 5 minutes","Margin of Error!!Total:!!Less than 5 minutes","Annotation of Margin of Error!!Total:!!Less than 5 minutes","Annotation of Estimate!!Total:!!Less than 5 minutes","Estimate!!Total:!!5 to 9 minutes","Annotation of Estimate!!Total:!!5 to 9 minutes","Margin of Error!!Total:!!5 to 9 minutes","Annotation of Margin of Error!!Total:!!5 to 9 minutes","Estimate!!Total:!!10 to 14 minutes","Annotation of Estimate!!Total:!!10 to 14 minutes","Margin of Error!!Total:!!10 to 14 minutes","Annotation of Margin of Error!!Total:!!10 to 14 minutes","Estimate!!Total:!!15 to 19 minutes","Annotation of Estimate!!Total:!!15 to 19 minutes","Margin of Error!!Total:!!15 to 19 minutes","Annotation of Margin of Error!!Total:!!15 to 19 minutes","Estimate!!Total:!!20 to 24 minutes","Annotation of Estimate!!Total:!!20 to 24 minutes","Margin of Error!!Total:!!20 to 24 minutes","Annotation of Margin of Error!!Total:!!20 to 24 minutes","Estimate!!Total:!!25 to 29 minutes","Annotation of Estimate!!Total:!!25 to 29 minutes","Margin of Error!!Total:!!25 to 29 minutes","Annotation of Margin of Error!!Total:!!25 to 29 minutes","Estimate!!Total:!!30 to 34 minutes","Margin of Error!!Total:!!30 to 34 minutes","Annotation of Margin of Error!!Total:!!30 to 34 minutes","Annotation of Estimate!!Total:!!30 to 34 minutes","Estimate!!Total:!!35 to 39 minutes","Margin of Error!!Total:!!35 to 39 minutes","Annotation of Margin of Error!!Total:!!35 to 39 minutes","Annotation of Estimate!!Total:!!35 to 39 minutes","Estimate!!Total:!!40 to 44 minutes","Annotation of Estimate!!Total:!!40 to 44 minutes","Margin of Error!!Total:!!40 to 44 minutes","Annotation of Margin of Error!!Total:!!40 to 44 minutes","Estimate!!Total:!!45 to 59 minutes","Annotation of Estimate!!Total:!!45 to 59 minutes","Margin of Error!!Total:!!45 to 59 minutes","Annotation of Margin of Error!!Total:!!45 to 59 minutes","Estimate!!Total:!!60 to 89 minutes","Annotation of Estimate!!Total:!!60 to 89 minutes","Margin of Error!!Total:!!60 to 89 minutes","Annotation of Margin of Error!!Total:!!60 to 89 minutes","Estimate!!Total:!!90 or more minutes","Annotation of Estimate!!Total:!!90 or more minutes","Margin of Error!!Total:!!90 or more minutes","Annotation of Margin of Error!!Total:!!90 or more minutes",
"1400000US17031430600","Census Tract 4306, Cook County, Illinois","812","246","null","null","0","12","null","null","3","null","7","null","0","null","12","null","62","null","55","null","127","null","105","null","68","null","34","null","220","133","null","null","40","60","null","null","26","null","27","null","52","null","49","null","166","null","84","null","48","null","44","null",
"1400000US17031430700","Census Tract 4307, Cook County, Illinois","952","222","null","null","0","12","null","null","0","null","12","null","11","null","17","null","19","null","31","null","34","null","57","null","40","null","38","null","234","103","null","null","42","61","null","null","92","null","99","null","95","null","66","null","312","null","175","null","73","null","64","null",
"1400000US17031430800","Census Tract 4308, Cook County, Illinois","961","240","null","null","0","12","null","null","75","null","59","null","29","null","48","null","171","null","111","null","91","null","73","null","38","null","39","null","182","102","null","null","11","22","null","null","67","null","73","null","114","null","54","null","171","null","86","null","12","null","14","null",
"1400000US17031430900","Census Tract 4309, Cook County, Illinois","668","252","null","null","0","12","null","null","24","null","28","null","49","null","44","null","16","null","26","null","79","null","79","null","27","null","24","null","141","77","null","null","76","121","null","null","180","null","112","null","5","null","8","null","43","null","40","null","28","null","33","null",
"1400000US17031431200","Census Tract 4312, Cook County, Illinois","1360","354","null","null","11","17","null","null","0","null","12","null","22","null","36","null","101","null","82","null","172","null","103","null","30","null","38","null","245","111","null","null","46","64","null","null","91","null","77","null","193","null","93","null","352","null","200","null","97","null","90","null",
"1400000US17031431301","Census Tract 4313.01, Cook County, Illinois","1298","308","null","null","0","12","null","null","0","null","12","null","23","null","43","null","46","null","54","null","28","null","50","null","37","null","54","null","309","147","null","null","0","12","null","null","53","null","49","null","120","null","103","null","523","null","230","null","159","null","129","null",
"1400000US17031431302","Census Tract 4313.02, Cook County, Illinois","1026","270","null","null","0","12","null","null","46","null","54","null","11","null","19","null","137","null","132","null","124","null","91","null","83","null","102","null","182","120","null","null","0","12","null","null","72","null","90","null","66","null","35","null","305","null","102","null","0","null","12","null",
"1400000US17031431400","Census Tract 4314, Cook County, Illinois","2946","567","null","null","0","17","null","null","0","null","17","null","145","null","134","null","105","null","118","null","176","null","128","null","253","null","183","null","446","181","null","null","121","151","null","null","165","null","146","null","685","null","286","null","641","null","314","null","209","null","141","null",
"1400000US17031440101","Census Tract 4401.01, Cook County, Illinois","1769","459","null","null","0","12","null","null","0","null","12","null","140","null","114","null","34","null","53","null","213","null","159","null","128","null","103","null","290","187","null","null","68","75","null","null","83","null","66","null","326","null","198","null","297","null","231","null","190","null","118","null",
"1400000US17031440102","Census Tract 4401.02, Cook County, Illinois","1469","367","null","null","0","12","null","null","56","null","75","null","55","null","56","null","113","null","115","null","93","null","76","null","62","null","59","null","319","137","null","null","58","59","null","null","88","null","62","null","156","null","81","null","319","null","231","null","150","null","143","null",
"1400000US17031440201","Census Tract 4402.01, Cook County, Illinois","1897","477","null","null","0","17","null","null","144","null","98","null","158","null","246","null","199","null","168","null","62","null","97","null","76","null","120","null","212","161","null","null","0","17","null","null","182","null","166","null","216","null","172","null","504","null","269","null","144","null","161","null",
"1400000US17031440202","Census Tract 4402.02, Cook County, Illinois","815","226","null","null","0","12","null","null","50","null","57","null","17","null","20","null","84","null","71","null","94","null","88","null","51","null","53","null","167","131","null","null","5","9","null","null","27","null","30","null","89","null","55","null","130","null","85","null","101","null","82","null",
"1400000US17031440300","Census Tract 4403, Cook County, Illinois","1892","513","null","null","0","12","null","null","116","null","102","null","366","null","182","null","356","null","199","null","135","null","111","null","228","null","158","null","186","144","null","null","56","65","null","null","66","null","49","null","226","null","139","null","125","null","132","null","32","null","41","null",
"1400000US17031440600","Census Tract 4406, Cook County, Illinois","724","174","null","null","0","12","null","null","45","null","41","null","82","null","107","null","187","null","137","null","94","null","60","null","8","null","13","null","62","48","null","null","6","9","null","null","81","null","64","null","77","null","39","null","78","null","50","null","4","null","6","null",
"1400000US17031440700","Census Tract 4407, Cook County, Illinois","460","186","null","null","0","12","null","null","0","null","12","null","0","null","12","null","0","null","12","null","33","null","38","null","58","null","45","null","65","46","null","null","0","12","null","null","29","null","31","null","181","null","173","null","94","null","70","null","0","null","12","null",
"1400000US17031440800","Census Tract 4408, Cook County, Illinois","680","199","null","null","3","6","null","null","0","null","12","null","92","null","151","null","112","null","72","null","15","null","20","null","10","null","16","null","106","60","null","null","20","21","null","null","33","null","26","null","98","null","61","null","162","null","85","null","29","null","27","null",
