"GEO_ID","NAME","B08301_001E","B08301_001EA","B08301_001M","B08301_001MA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005EA","B08301_005M","B08301_005MA","B08301_006E","B08301_006EA","B08301_006M","B08301_006MA","B08301_007E","B08301_007EA","B08301_007M","B08301_007MA","B08301_008E","B08301_008EA","B08301_008M","B08301_008MA","B08301_009E","B08301_009EA","B08301_009M","B08301_009MA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013EA","B08301_013M","B08301_013MA","B08301_014E","B08301_014EA","B08301_014M","B08301_014MA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016EA","B08301_016M","B08301_016MA","B08301_017E","B08301_017EA","B08301_017M","B08301_017MA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019EA","B08301_019M","B08301_019MA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","5374","null","997","null","1608","597","null","null","1425","null","549","null","183","null","146","null","183","null","146","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","2151","null","639","null","1188","601","null","null","963","370","null","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","0","null","17","null","96","94","null","null","200","null","133","null","28","45","null","null","1291","null","520","null",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","2447","null","287","null","1374","263","null","null","1217","null","249","null","157","null","81","null","144","null","79","null","7","null","12","null","6","null","11","null","0","null","12","null","0","null","12","null","509","null","194","null","45","31","null","null","375","175","null","null","89","null","49","null","0","null","12","null","0","null","12","null","53","null","42","null","0","null","12","null","29","27","null","null","120","null","73","null","0","12","null","null","362","null","122","null",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","4551","null","788","null","2050","489","null","null","1914","null","476","null","136","null","80","null","58","null","46","null","78","null","63","null","0","null","17","null","0","null","17","null","0","null","17","null","1346","null","343","null","449","318","null","null","819","179","null","null","68","null","68","null","10","null","16","null","0","null","17","null","0","null","17","null","0","null","17","null","90","65","null","null","135","null","100","null","114","179","null","null","816","null","300","null",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","3633","null","563","null","2080","412","null","null","1663","null","313","null","417","null","219","null","324","null","214","null","72","null","60","null","21","null","38","null","0","null","17","null","0","null","17","null","772","null","331","null","527","315","null","null","181","85","null","null","64","null","82","null","0","null","17","null","0","null","17","null","50","null","69","null","0","null","17","null","98","87","null","null","102","null","73","null","76","70","null","null","455","null","186","null",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","1655","null","277","null","1249","180","null","null","1028","null","179","null","221","null","133","null","208","null","130","null","0","null","12","null","13","null","19","null","0","null","12","null","0","null","12","null","249","null","118","null","132","101","null","null","109","75","null","null","8","null","15","null","0","null","12","null","0","null","12","null","40","null","48","null","0","null","12","null","44","52","null","null","12","null","16","null","0","12","null","null","61","null","48","null",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","1991","null","296","null","940","173","null","null","849","null","172","null","91","null","73","null","91","null","73","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","434","null","114","null","23","25","null","null","373","116","null","null","38","null","34","null","0","null","12","null","0","null","12","null","4","null","8","null","0","null","12","null","9","15","null","null","212","null","129","null","0","12","null","null","392","null","128","null",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","3349","null","428","null","1355","286","null","null","1206","null","238","null","149","null","127","null","118","null","100","null","31","null","37","null","0","null","12","null","0","null","12","null","0","null","12","null","1061","null","239","null","67","58","null","null","756","214","null","null","238","null","115","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","71","58","null","null","107","null","98","null","0","12","null","null","755","null","216","null",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","1998","null","340","null","779","244","null","null","632","null","205","null","147","null","140","null","103","null","131","null","4","null","10","null","40","null","51","null","0","null","12","null","0","null","12","null","824","null","146","null","62","79","null","null","648","126","null","null","114","null","97","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","0","12","null","null","13","null","18","null","0","12","null","null","382","null","249","null",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","2371","null","326","null","835","209","null","null","759","null","220","null","76","null","58","null","42","null","45","null","34","null","47","null","0","null","12","null","0","null","12","null","0","null","12","null","844","null","191","null","70","52","null","null","754","183","null","null","20","null","25","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","116","66","null","null","174","null","74","null","8","12","null","null","394","null","157","null",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","1146","null","148","null","455","150","null","null","386","null","114","null","69","null","69","null","69","null","69","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","347","null","82","null","20","20","null","null","317","82","null","null","10","null","10","null","0","null","12","null","0","null","12","null","5","null","7","null","0","null","12","null","40","24","null","null","30","null","23","null","0","12","null","null","269","null","116","null",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","1299","null","206","null","484","156","null","null","431","null","151","null","53","null","48","null","19","null","21","null","0","null","12","null","34","null","45","null","0","null","12","null","0","null","12","null","402","null","122","null","39","34","null","null","326","117","null","null","37","null","29","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","84","56","null","null","122","null","58","null","7","11","null","null","200","null","74","null",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","1884","null","280","null","745","195","null","null","703","null","188","null","42","null","42","null","33","null","40","null","9","null","15","null","0","null","12","null","0","null","12","null","0","null","12","null","583","null","132","null","45","40","null","null","518","135","null","null","20","null","23","null","0","null","12","null","0","null","12","null","0","null","12","null","0","null","12","null","53","50","null","null","162","null","81","null","0","12","null","null","341","null","117","null",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","3042","null","457","null","1641","417","null","null","1388","null","386","null","253","null","186","null","129","null","141","null","0","null","17","null","124","null","128","null","0","null","17","null","0","null","17","null","486","null","187","null","39","40","null","null","436","173","null","null","11","null","19","null","0","null","17","null","0","null","17","null","22","null","33","null","14","null","22","null","59","40","null","null","107","null","44","null","82","77","null","null","631","null","164","null",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","1727","null","249","null","931","174","null","null","766","null","153","null","165","null","85","null","125","null","78","null","18","null","19","null","17","null","24","null","0","null","12","null","5","null","8","null","241","null","80","null","79","59","null","null","157","71","null","null","0","null","12","null","5","null","11","null","0","null","12","null","0","null","12","null","0","null","12","null","24","28","null","null","153","null","138","null","9","13","null","null","369","null","140","null",
