"GEO_ID","NAME","B08301_001E","B08301_001EA","B08301_001M","B08301_001MA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005M","B08301_005MA","B08301_005EA","B08301_006E","B08301_006EA","B08301_006M","B08301_006MA","B08301_007E","B08301_007EA","B08301_007M","B08301_007MA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009EA","B08301_009M","B08301_009MA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013EA","B08301_013M","B08301_013MA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015M","B08301_015MA","B08301_015EA","B08301_016E","B08301_016EA","B08301_016M","B08301_016MA","B08301_017E","B08301_017EA","B08301_017M","B08301_017MA","B08301_018E","B08301_018EA","B08301_018M","B08301_018MA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"1400000US17031819600","Census Tract 8196, Cook County, Illinois","1743","null","136","null","1323","128","null","null","1283","null","128","null","40","null","33","null","15","17","null","null","25","null","29","null","0","null","11","null","0","11","null","null","0","null","11","null","283","null","76","null","21","22","null","null","6","11","null","null","0","null","11","null","256","78","null","null","0","11","null","null","0","null","11","null","0","null","11","null","21","null","19","null","31","26","null","null","0","11","null","null","85","null","45","null",
"1400000US17031819700","Census Tract 8197, Cook County, Illinois","2645","null","181","null","1779","175","null","null","1720","null","168","null","59","null","49","null","59","49","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","null","15","null","525","null","111","null","0","15","null","null","0","15","null","null","10","null","16","null","515","109","null","null","0","15","null","null","7","null","11","null","0","null","15","null","0","null","15","null","107","42","null","null","23","25","null","null","204","null","70","null",
"1400000US17031819801","Census Tract 8198.01, Cook County, Illinois","2311","null","144","null","1374","162","null","null","1341","null","162","null","33","null","33","null","33","33","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","null","15","null","658","null","101","null","0","15","null","null","0","15","null","null","0","null","15","null","658","101","null","null","0","15","null","null","0","null","15","null","0","null","15","null","46","null","38","null","91","63","null","null","12","14","null","null","130","null","51","null",
"1400000US17031819802","Census Tract 8198.02, Cook County, Illinois","1208","null","123","null","933","132","null","null","857","null","128","null","76","null","40","null","38","27","null","null","0","null","11","null","20","null","23","null","18","26","null","null","0","null","11","null","129","null","51","null","3","6","null","null","0","11","null","null","0","null","11","null","126","51","null","null","0","11","null","null","0","null","11","null","0","null","11","null","11","null","13","null","19","15","null","null","13","21","null","null","103","null","32","null",
"1400000US17031819900","Census Tract 8199, Cook County, Illinois","1549","null","147","null","1139","149","null","null","1114","null","144","null","25","null","26","null","25","26","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","245","null","78","null","0","11","null","null","0","11","null","null","0","null","11","null","245","78","null","null","0","11","null","null","0","null","11","null","0","null","11","null","8","null","12","null","65","40","null","null","0","11","null","null","92","null","44","null",
"1400000US17031820000","Census Tract 8200, Cook County, Illinois","812","null","107","null","520","86","null","null","469","null","82","null","51","null","30","null","39","25","null","null","5","null","7","null","4","null","6","null","0","11","null","null","3","null","5","null","126","null","41","null","0","11","null","null","5","7","null","null","0","null","11","null","121","40","null","null","0","11","null","null","5","null","7","null","0","null","11","null","0","null","11","null","29","28","null","null","13","14","null","null","119","null","44","null",
"1400000US17031820101","Census Tract 8201.01, Cook County, Illinois","2910","null","304","null","2418","282","null","null","2271","null","291","null","147","null","111","null","147","111","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","null","15","null","258","null","101","null","0","15","null","null","0","15","null","null","0","null","15","null","258","101","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","36","45","null","null","26","39","null","null","172","null","87","null",
"1400000US17031820103","Census Tract 8201.03, Cook County, Illinois","1635","null","202","null","1384","200","null","null","1280","null","204","null","104","null","61","null","93","60","null","null","11","null","17","null","0","null","11","null","0","11","null","null","0","null","11","null","89","null","45","null","8","13","null","null","0","11","null","null","0","null","11","null","81","41","null","null","0","11","null","null","0","null","11","null","5","null","8","null","12","null","19","null","67","53","null","null","0","11","null","null","78","null","47","null",
"1400000US17031820104","Census Tract 8201.04, Cook County, Illinois","1925","null","169","null","1594","162","null","null","1491","null","148","null","103","null","66","null","55","40","null","null","20","null","26","null","28","null","42","null","0","11","null","null","0","null","11","null","135","null","56","null","2","4","null","null","0","11","null","null","0","null","11","null","133","56","null","null","0","11","null","null","0","null","11","null","0","null","11","null","13","null","21","null","49","39","null","null","0","11","null","null","134","null","81","null",
"1400000US17031820201","Census Tract 8202.01, Cook County, Illinois","3893","null","333","null","3377","332","null","null","2971","null","322","null","406","null","187","null","361","178","null","null","0","null","15","null","45","null","72","null","0","15","null","null","0","null","15","null","126","null","78","null","0","15","null","null","0","15","null","null","14","null","23","null","112","74","null","null","0","15","null","null","0","null","15","null","35","null","38","null","0","null","15","null","47","46","null","null","24","28","null","null","284","null","116","null",
"1400000US17031820202","Census Tract 8202.02, Cook County, Illinois","1602","null","182","null","1348","173","null","null","1221","null","161","null","127","null","54","null","115","55","null","null","12","null","10","null","0","null","11","null","0","11","null","null","0","null","11","null","57","null","38","null","41","37","null","null","0","11","null","null","8","null","11","null","8","12","null","null","0","11","null","null","0","null","11","null","0","null","11","null","45","null","42","null","90","64","null","null","2","3","null","null","60","null","73","null",
"1400000US17031820300","Census Tract 8203, Cook County, Illinois","2296","null","222","null","1951","243","null","null","1583","null","203","null","368","null","145","null","288","128","null","null","66","null","42","null","14","null","22","null","0","15","null","null","0","null","15","null","137","null","90","null","72","64","null","null","0","15","null","null","36","null","45","null","29","35","null","null","0","15","null","null","0","null","15","null","0","null","15","null","56","null","56","null","112","66","null","null","0","15","null","null","40","null","45","null",
"1400000US17031820400","Census Tract 8204, Cook County, Illinois","2350","null","270","null","1829","233","null","null","1547","null","211","null","282","null","99","null","229","90","null","null","13","null","21","null","0","null","15","null","31","38","null","null","9","null","14","null","115","null","73","null","97","69","null","null","0","15","null","null","18","null","29","null","0","15","null","null","0","15","null","null","0","null","15","null","0","null","15","null","26","null","42","null","307","153","null","null","0","15","null","null","73","null","64","null",
"1400000US17031820501","Census Tract 8205.01, Cook County, Illinois","3018","null","295","null","2898","303","null","null","2551","null","289","null","347","null","138","null","308","138","null","null","17","null","16","null","22","null","36","null","0","15","null","null","0","null","15","null","46","null","40","null","6","8","null","null","0","15","null","null","16","null","27","null","24","27","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","52","56","null","null","20","24","null","null","2","null","3","null",
"1400000US17031820502","Census Tract 8205.02, Cook County, Illinois","2138","null","314","null","1926","298","null","null","1695","null","254","null","231","null","173","null","202","160","null","null","0","null","15","null","29","null","38","null","0","15","null","null","0","null","15","null","67","null","64","null","31","52","null","null","0","15","null","null","36","null","35","null","0","15","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","69","42","null","null","23","25","null","null","53","null","61","null",
"1400000US17031820603","Census Tract 8206.03, Cook County, Illinois","2562","null","292","null","2315","310","null","null","1894","null","279","null","421","null","163","null","414","163","null","null","0","null","11","null","0","null","11","null","7","13","null","null","0","null","11","null","135","null","74","null","16","21","null","null","0","11","null","null","92","null","69","null","27","21","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","77","84","null","null","11","12","null","null","24","null","38","null",
"1400000US17031820604","Census Tract 8206.04, Cook County, Illinois","1736","null","300","null","1637","292","null","null","1271","null","242","null","366","null","243","null","326","246","null","null","17","null","26","null","23","null","36","null","0","11","null","null","0","null","11","null","78","null","70","null","78","70","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","7","12","null","null","0","11","null","null","14","null","22","null",
"1400000US17031820605","Census Tract 8206.05, Cook County, Illinois","1846","null","319","null","1628","321","null","null","1517","null","301","null","111","null","75","null","94","73","null","null","0","null","11","null","0","null","11","null","17","28","null","null","0","null","11","null","185","null","116","null","109","81","null","null","0","11","null","null","36","null","60","null","40","60","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","33","null","37","null",
"1400000US17031820606","Census Tract 8206.06, Cook County, Illinois","1873","null","239","null","1657","239","null","null","1462","null","217","null","195","null","105","null","175","97","null","null","0","null","11","null","10","null","16","null","0","11","null","null","10","null","26","null","77","null","43","null","13","20","null","null","0","11","null","null","19","null","22","null","45","33","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","12","19","null","null","27","42","null","null","100","null","65","null",
"1400000US17031820700","Census Tract 8207, Cook County, Illinois","3048","null","269","null","2705","331","null","null","2245","null","333","null","460","null","172","null","442","182","null","null","18","null","35","null","0","null","15","null","0","15","null","null","0","null","15","null","112","null","88","null","46","52","null","null","0","15","null","null","0","null","15","null","66","71","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","84","73","null","null","77","84","null","null","70","null","74","null",
"1400000US17031820800","Census Tract 8208, Cook County, Illinois","2080","null","205","null","1810","194","null","null","1342","null","175","null","468","null","117","null","304","100","null","null","118","null","53","null","15","null","15","null","15","16","null","null","16","null","26","null","136","null","59","null","63","48","null","null","0","11","null","null","55","null","36","null","18","18","null","null","0","11","null","null","0","null","11","null","4","null","6","null","10","null","16","null","31","24","null","null","7","10","null","null","82","null","80","null",
"1400000US17031820901","Census Tract 8209.01, Cook County, Illinois","2385","null","310","null","2235","298","null","null","2090","null","311","null","145","null","107","null","130","109","null","null","10","null","13","null","0","null","15","null","5","8","null","null","0","null","15","null","83","null","57","null","39","45","null","null","0","15","null","null","0","null","15","null","44","34","null","null","0","15","null","null","0","null","15","null","5","null","9","null","0","null","15","null","44","62","null","null","0","15","null","null","18","null","21","null",
"1400000US17031820902","Census Tract 8209.02, Cook County, Illinois","1935","null","234","null","1679","228","null","null","1398","null","211","null","281","null","105","null","158","84","null","null","87","null","74","null","0","null","11","null","36","36","null","null","0","null","11","null","189","null","97","null","64","54","null","null","0","11","null","null","79","null","58","null","46","49","null","null","0","11","null","null","0","null","11","null","0","null","11","null","14","null","22","null","32","26","null","null","0","11","null","null","21","null","15","null",
"1400000US17031821001","Census Tract 8210.01, Cook County, Illinois","2317","null","265","null","2192","273","null","null","1919","null","257","null","273","null","137","null","199","118","null","null","50","null","53","null","8","null","12","null","7","11","null","null","9","null","13","null","83","null","72","null","36","35","null","null","0","15","null","null","13","null","21","null","34","39","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","35","29","null","null","0","15","null","null","7","null","11","null",
"1400000US17031821002","Census Tract 8210.02, Cook County, Illinois","2403","null","231","null","2194","237","null","null","1812","null","220","null","382","null","154","null","286","151","null","null","30","null","32","null","57","null","53","null","9","15","null","null","0","null","15","null","91","null","68","null","30","37","null","null","0","15","null","null","33","null","32","null","28","46","null","null","0","15","null","null","0","null","15","null","0","null","15","null","45","null","56","null","14","15","null","null","27","38","null","null","32","null","29","null",
"1400000US17031821101","Census Tract 8211.01, Cook County, Illinois","2052","null","198","null","1891","207","null","null","1607","null","197","null","284","null","111","null","265","110","null","null","14","null","22","null","0","null","11","null","5","7","null","null","0","null","11","null","140","null","70","null","14","21","null","null","0","11","null","null","58","null","52","null","68","51","null","null","0","11","null","null","0","null","11","null","0","null","11","null","5","null","9","null","0","11","null","null","0","11","null","null","16","null","17","null",
"1400000US17031821102","Census Tract 8211.02, Cook County, Illinois","1782","null","225","null","1541","216","null","null","1378","null","238","null","163","null","95","null","154","96","null","null","0","null","11","null","0","null","11","null","0","11","null","null","9","null","15","null","186","null","105","null","109","91","null","null","13","24","null","null","19","null","23","null","45","41","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","23","25","null","null","0","11","null","null","32","null","25","null",
"1400000US17031821200","Census Tract 8212, Cook County, Illinois","2512","null","324","null","1972","370","null","null","1885","null","375","null","87","null","55","null","66","45","null","null","21","null","26","null","0","null","15","null","0","15","null","null","0","null","15","null","312","null","165","null","84","62","null","null","45","69","null","null","55","null","55","null","128","119","null","null","0","15","null","null","0","null","15","null","14","null","24","null","0","null","15","null","38","37","null","null","78","106","null","null","98","null","66","null",
"1400000US17031821300","Census Tract 8213, Cook County, Illinois","2313","null","270","null","1964","268","null","null","1876","null","263","null","88","null","74","null","88","74","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","null","15","null","215","null","117","null","99","106","null","null","0","15","null","null","18","null","30","null","98","74","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","73","76","null","null","4","10","null","null","57","null","42","null",
"1400000US17031821401","Census Tract 8214.01, Cook County, Illinois","1362","null","292","null","1094","233","null","null","989","null","228","null","105","null","87","null","55","38","null","null","50","null","77","null","0","null","11","null","0","11","null","null","0","null","11","null","182","null","139","null","22","26","null","null","41","64","null","null","33","null","30","null","86","113","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","62","65","null","null","24","null","26","null",
"1400000US17031821402","Census Tract 8214.02, Cook County, Illinois","1505","null","231","null","1242","207","null","null","1103","null","186","null","139","null","77","null","119","72","null","null","20","null","23","null","0","null","11","null","0","11","null","null","0","null","11","null","243","null","104","null","111","70","null","null","0","11","null","null","76","null","52","null","56","55","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","0","11","null","null","9","13","null","null","11","null","17","null",
"1400000US17031821500","Census Tract 8215, Cook County, Illinois","592","null","90","null","404","87","null","null","374","null","84","null","30","null","20","null","7","8","null","null","7","null","8","null","11","null","15","null","4","8","null","null","1","null","4","null","127","null","45","null","40","27","null","null","5","8","null","null","29","null","18","null","53","33","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","9","9","null","null","0","11","null","null","52","null","30","null",
"1400000US17031821600","Census Tract 8216, Cook County, Illinois","2075","null","229","null","1630","206","null","null","1457","null","189","null","173","null","70","null","141","69","null","null","22","null","27","null","10","null","16","null","0","11","null","null","0","null","11","null","353","null","140","null","106","108","null","null","0","11","null","null","125","null","73","null","122","57","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","17","20","null","null","0","11","null","null","75","null","56","null",
"1400000US17031821700","Census Tract 8217, Cook County, Illinois","2011","null","273","null","1694","248","null","null","1556","null","231","null","138","null","66","null","113","61","null","null","12","null","16","null","13","null","21","null","0","11","null","null","0","null","11","null","221","null","90","null","36","34","null","null","0","11","null","null","31","null","32","null","154","76","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","32","33","null","null","0","11","null","null","64","null","51","null",
"1400000US17031821800","Census Tract 8218, Cook County, Illinois","2771","null","291","null","2303","262","null","null","2098","null","234","null","205","null","119","null","167","103","null","null","38","null","60","null","0","null","15","null","0","15","null","null","0","null","15","null","286","null","148","null","73","57","null","null","0","15","null","null","100","null","127","null","113","71","null","null","0","15","null","null","0","null","15","null","0","null","15","null","6","null","9","null","107","67","null","null","29","28","null","null","40","null","33","null",
"1400000US17031821900","Census Tract 8219, Cook County, Illinois","2288","null","229","null","1907","218","null","null","1780","null","202","null","127","null","60","null","96","57","null","null","17","null","18","null","14","null","22","null","0","15","null","null","0","null","15","null","236","null","87","null","28","32","null","null","0","15","null","null","33","null","29","null","175","74","null","null","0","15","null","null","0","null","15","null","0","null","15","null","10","null","17","null","65","51","null","null","8","14","null","null","62","null","41","null",
"1400000US17031822000","Census Tract 8220, Cook County, Illinois","1947","null","164","null","1732","205","null","null","1631","null","206","null","101","null","61","null","101","61","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","125","null","73","null","18","19","null","null","8","13","null","null","38","null","38","null","61","64","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","31","28","null","null","0","11","null","null","59","null","58","null",
"1400000US17031822101","Census Tract 8221.01, Cook County, Illinois","2156","null","215","null","1795","213","null","null","1493","null","186","null","302","null","106","null","302","106","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","236","null","110","null","34","50","null","null","0","11","null","null","0","null","11","null","202","90","null","null","0","11","null","null","0","null","11","null","0","null","11","null","15","null","24","null","35","27","null","null","44","45","null","null","31","null","36","null",
"1400000US17031822102","Census Tract 8221.02, Cook County, Illinois","2127","null","357","null","1773","355","null","null","1509","null","289","null","264","null","204","null","184","126","null","null","80","null","96","null","0","null","11","null","0","11","null","null","0","null","11","null","246","null","152","null","144","117","null","null","0","11","null","null","14","null","23","null","88","72","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","75","66","null","null","0","11","null","null","33","null","35","null",
"1400000US17031822200","Census Tract 8222, Cook County, Illinois","1724","null","220","null","1524","213","null","null","1323","null","186","null","201","null","101","null","187","93","null","null","14","null","25","null","0","null","11","null","0","11","null","null","0","null","11","null","128","null","72","null","10","16","null","null","0","11","null","null","38","null","42","null","80","55","null","null","0","11","null","null","0","null","11","null","0","null","11","null","7","null","16","null","25","24","null","null","16","21","null","null","24","null","22","null",
"1400000US17031822301","Census Tract 8223.01, Cook County, Illinois","1618","null","171","null","1590","165","null","null","1439","null","178","null","151","null","90","null","117","88","null","null","13","null","21","null","14","null","21","null","0","11","null","null","7","null","13","null","18","null","23","null","11","19","null","null","0","11","null","null","0","null","11","null","7","12","null","null","0","11","null","null","0","null","11","null","0","null","11","null","10","null","17","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031822302","Census Tract 8223.02, Cook County, Illinois","1808","null","249","null","1685","242","null","null","1548","null","245","null","137","null","71","null","131","69","null","null","0","null","11","null","0","null","11","null","6","11","null","null","0","null","11","null","73","null","45","null","0","11","null","null","0","11","null","null","36","null","29","null","37","32","null","null","0","11","null","null","8","null","13","null","0","null","11","null","0","null","11","null","10","15","null","null","32","22","null","null","0","null","11","null",
"1400000US17031822400","Census Tract 8224, Cook County, Illinois","2702","null","331","null","2439","341","null","null","2186","null","371","null","253","null","114","null","176","109","null","null","45","null","44","null","11","null","16","null","0","15","null","null","21","null","28","null","103","null","71","null","0","15","null","null","0","15","null","null","0","null","15","null","103","71","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","0","15","null","null","30","53","null","null","130","null","107","null",
"1400000US17031822500","Census Tract 8225, Cook County, Illinois","2289","null","258","null","1997","258","null","null","1769","null","201","null","228","null","123","null","228","123","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","171","null","73","null","17","20","null","null","0","11","null","null","51","null","38","null","103","66","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","41","29","null","null","7","12","null","null","73","null","62","null",
"1400000US17031822601","Census Tract 8226.01, Cook County, Illinois","2052","null","170","null","1923","186","null","null","1782","null","182","null","141","null","67","null","117","60","null","null","24","null","26","null","0","null","11","null","0","11","null","null","0","null","11","null","73","null","51","null","0","11","null","null","0","11","null","null","0","null","11","null","73","51","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","1","4","null","null","23","27","null","null","32","null","23","null",
"1400000US17031822602","Census Tract 8226.02, Cook County, Illinois","3126","null","293","null","2810","328","null","null","2601","null","335","null","209","null","132","null","190","129","null","null","0","null","15","null","19","null","29","null","0","15","null","null","0","null","15","null","186","null","85","null","0","15","null","null","0","15","null","null","40","null","44","null","146","87","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","96","117","null","null","0","15","null","null","34","null","43","null",
"1400000US17031822701","Census Tract 8227.01, Cook County, Illinois","1813","null","307","null","1552","297","null","null","1552","null","297","null","0","null","11","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","133","null","94","null","90","83","null","null","0","11","null","null","0","null","11","null","43","40","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","24","30","null","null","52","67","null","null","52","null","64","null",
"1400000US17031822702","Census Tract 8227.02, Cook County, Illinois","1526","null","162","null","1275","151","null","null","1142","null","169","null","133","null","81","null","124","79","null","null","9","null","15","null","0","null","11","null","0","11","null","null","0","null","11","null","164","null","80","null","96","75","null","null","0","11","null","null","15","null","29","null","53","32","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","50","40","null","null","0","11","null","null","37","null","28","null",
"1400000US17031822801","Census Tract 8228.01, Cook County, Illinois","1742","null","183","null","1529","175","null","null","1433","null","165","null","96","null","58","null","76","53","null","null","0","null","11","null","10","null","15","null","10","14","null","null","0","null","11","null","95","null","48","null","14","22","null","null","0","11","null","null","0","null","11","null","81","43","null","null","0","11","null","null","6","null","11","null","0","null","11","null","0","null","11","null","48","34","null","null","0","11","null","null","64","null","51","null",
"1400000US17031822802","Census Tract 8228.02, Cook County, Illinois","1601","null","133","null","1319","158","null","null","1201","null","147","null","118","null","61","null","118","61","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","171","null","85","null","9","15","null","null","0","11","null","null","12","null","19","null","150","81","null","null","0","11","null","null","0","null","11","null","0","null","11","null","9","null","15","null","24","27","null","null","0","11","null","null","78","null","61","null",
"1400000US17031822900","Census Tract 8229, Cook County, Illinois","840","null","156","null","750","149","null","null","679","null","142","null","71","null","44","null","47","38","null","null","7","null","9","null","0","null","11","null","17","27","null","null","0","null","11","null","58","null","42","null","39","37","null","null","0","11","null","null","3","null","6","null","16","16","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","21","22","null","null","6","10","null","null","5","null","8","null",
"1400000US17031823001","Census Tract 8230.01, Cook County, Illinois","2658","null","354","null","2437","359","null","null","2177","null","328","null","260","null","172","null","99","84","null","null","80","null","132","null","0","null","15","null","0","15","null","null","81","null","82","null","156","null","98","null","0","15","null","null","0","15","null","null","31","null","35","null","125","94","null","null","0","15","null","null","0","null","15","null","0","null","15","null","37","null","58","null","0","15","null","null","13","21","null","null","15","null","24","null",
"1400000US17031823002","Census Tract 8230.02, Cook County, Illinois","3096","null","424","null","2670","369","null","null","2417","null","350","null","253","null","149","null","236","146","null","null","17","null","27","null","0","null","15","null","0","15","null","null","0","null","15","null","198","null","160","null","0","15","null","null","0","15","null","null","62","null","77","null","136","131","null","null","0","15","null","null","0","null","15","null","17","null","27","null","17","null","28","null","54","50","null","null","41","47","null","null","99","null","72","null",
"1400000US17031823101","Census Tract 8231.01, Cook County, Illinois","2190","null","221","null","1958","215","null","null","1821","null","213","null","137","null","82","null","92","64","null","null","31","null","40","null","9","null","13","null","5","11","null","null","0","null","11","null","117","null","67","null","9","19","null","null","0","11","null","null","0","null","11","null","108","57","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","37","29","null","null","8","14","null","null","70","null","87","null",
"1400000US17031823102","Census Tract 8231.02, Cook County, Illinois","1730","null","216","null","1563","201","null","null","1442","null","187","null","121","null","113","null","82","105","null","null","28","null","32","null","11","null","15","null","0","11","null","null","0","null","11","null","69","null","59","null","22","32","null","null","0","11","null","null","10","null","15","null","37","45","null","null","0","11","null","null","0","null","11","null","0","null","11","null","3","null","7","null","61","59","null","null","9","15","null","null","25","null","30","null",
"1400000US17031823200","Census Tract 8232, Cook County, Illinois","2213","null","216","null","1925","213","null","null","1726","null","233","null","199","null","91","null","162","78","null","null","7","null","11","null","0","null","11","null","30","55","null","null","0","null","11","null","167","null","94","null","7","10","null","null","0","11","null","null","26","null","24","null","134","90","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null","9","13","null","null","20","22","null","null","92","null","55","null",
"1400000US17031823302","Census Tract 8233.02, Cook County, Illinois","2967","null","353","null","2444","312","null","null","2143","null","321","null","301","null","133","null","207","120","null","null","66","null","85","null","21","null","35","null","7","13","null","null","0","null","15","null","451","null","177","null","135","128","null","null","51","54","null","null","74","null","87","null","191","109","null","null","0","15","null","null","0","null","15","null","0","null","15","null","31","null","48","null","23","36","null","null","0","15","null","null","18","null","30","null",
"1400000US17031823303","Census Tract 8233.03, Cook County, Illinois","1893","null","245","null","1683","243","null","null","1575","null","256","null","108","null","65","null","91","62","null","null","17","null","26","null","0","null","15","null","0","15","null","null","0","null","15","null","151","null","100","null","106","105","null","null","0","15","null","null","0","null","15","null","45","39","null","null","0","15","null","null","0","null","15","null","0","null","15","null","10","null","17","null","38","52","null","null","0","15","null","null","11","null","17","null",
"1400000US17031823304","Census Tract 8233.04, Cook County, Illinois","2826","null","303","null","2526","260","null","null","2265","null","248","null","261","null","98","null","202","74","null","null","54","null","74","null","0","null","15","null","0","15","null","null","5","null","8","null","182","null","86","null","34","37","null","null","0","15","null","null","37","null","51","null","111","59","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","22","35","null","null","90","79","null","null","6","null","9","null",
"1400000US17031823400","Census Tract 8234, Cook County, Illinois","2183","null","273","null","1906","260","null","null","1750","null","273","null","156","null","82","null","109","67","null","null","26","null","40","null","21","null","33","null","0","11","null","null","0","null","11","null","179","null","87","null","0","11","null","null","0","11","null","null","30","null","26","null","149","78","null","null","0","11","null","null","0","null","11","null","0","null","11","null","6","null","11","null","57","60","null","null","18","21","null","null","17","null","20","null",
"1400000US17031823500","Census Tract 8235, Cook County, Illinois","2189","null","272","null","1752","257","null","null","1469","null","254","null","283","null","158","null","180","125","null","null","31","null","40","null","72","null","83","null","0","11","null","null","0","null","11","null","231","null","104","null","109","79","null","null","0","11","null","null","10","null","16","null","112","62","null","null","0","11","null","null","0","null","11","null","0","null","11","null","8","null","14","null","139","93","null","null","41","33","null","null","18","null","22","null",
"1400000US17031823602","Census Tract 8236.02, Cook County, Illinois","2889","null","302","null","2567","283","null","null","2464","null","282","null","103","null","85","null","82","79","null","null","0","null","15","null","0","null","15","null","0","15","null","null","21","null","35","null","166","null","112","null","37","40","null","null","0","15","null","null","0","null","15","null","129","95","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","44","48","null","null","20","33","null","null","92","null","71","null",
"1400000US17031823603","Census Tract 8236.03, Cook County, Illinois","795","null","181","null","689","152","null","null","548","null","117","null","141","null","101","null","119","98","null","null","12","null","20","null","10","null","15","null","0","11","null","null","0","null","11","null","65","null","53","null","41","38","null","null","0","11","null","null","0","null","11","null","24","34","null","null","0","11","null","null","0","null","11","null","0","null","11","null","9","null","13","null","0","11","null","null","17","28","null","null","15","null","25","null",
"1400000US17031823604","Census Tract 8236.04, Cook County, Illinois","1590","null","174","null","1347","157","null","null","1275","null","146","null","72","null","61","null","64","60","null","null","0","null","11","null","8","null","14","null","0","11","null","null","0","null","11","null","84","null","45","null","0","11","null","null","0","11","null","null","10","null","15","null","74","43","null","null","0","11","null","null","0","null","11","null","0","null","11","null","8","null","12","null","63","43","null","null","0","11","null","null","88","null","48","null",
"1400000US17031823605","Census Tract 8236.05, Cook County, Illinois","1883","null","244","null","1425","180","null","null","1381","null","171","null","44","null","33","null","37","32","null","null","3","null","5","null","4","null","9","null","0","11","null","null","0","null","11","null","162","null","90","null","22","34","null","null","0","11","null","null","3","null","5","null","137","80","null","null","0","11","null","null","0","null","11","null","16","null","24","null","10","null","17","null","123","93","null","null","9","15","null","null","138","null","106","null",
"1400000US17031823702","Census Tract 8237.02, Cook County, Illinois","3392","null","363","null","3102","339","null","null","2799","null","303","null","303","null","151","null","303","151","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","null","15","null","148","null","76","null","23","28","null","null","0","15","null","null","18","null","30","null","107","71","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","null","15","null","21","31","null","null","0","15","null","null","121","null","78","null",
