"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004M","B08301_004MA","B08301_004EA","B08301_005E","B08301_005M","B08301_005MA","B08301_005EA","B08301_006E","B08301_006M","B08301_006MA","B08301_006EA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009M","B08301_009MA","B08301_009EA","B08301_010E","B08301_010M","B08301_010MA","B08301_010EA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013M","B08301_013MA","B08301_013EA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016M","B08301_016MA","B08301_016EA","B08301_017E","B08301_017M","B08301_017MA","B08301_017EA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021M","B08301_021MA","B08301_021EA",
"1400000US17031411200","Census Tract 4112, Cook County, Illinois","862","105","null","null","265","70","null","null","228","null","68","null","37","28","null","null","37","28","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","136","47","null","null","34","26","null","null","6","10","null","null","25","22","null","null","71","31","null","null","0","null","11","null","0","11","null","null","0","11","null","null","11","11","null","null","368","79","null","null","0","11","null","null","82","39","null","null",
"1400000US17031420100","Census Tract 4201, Cook County, Illinois","492","96","null","null","254","85","null","null","248","null","83","null","6","9","null","null","6","9","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","159","58","null","null","130","54","null","null","0","11","null","null","4","7","null","null","25","22","null","null","0","null","11","null","11","16","null","null","0","11","null","null","7","11","null","null","42","30","null","null","0","11","null","null","19","16","null","null",
"1400000US17031420200","Census Tract 4202, Cook County, Illinois","562","80","null","null","235","60","null","null","214","null","59","null","21","18","null","null","21","18","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","147","53","null","null","98","42","null","null","11","19","null","null","12","15","null","null","26","24","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","147","63","null","null","0","11","null","null","33","51","null","null",
"1400000US17031420300","Census Tract 4203, Cook County, Illinois","976","159","null","null","362","97","null","null","331","null","91","null","31","29","null","null","24","26","null","null","0","11","null","null","0","11","null","null","7","14","null","null","0","11","null","null","237","77","null","null","166","66","null","null","0","11","null","null","62","34","null","null","9","16","null","null","0","null","11","null","5","7","null","null","0","11","null","null","44","39","null","null","241","77","null","null","17","21","null","null","70","41","null","null",
"1400000US17031420400","Census Tract 4204, Cook County, Illinois","438","98","null","null","123","54","null","null","116","null","52","null","7","10","null","null","7","10","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","91","43","null","null","41","28","null","null","0","11","null","null","50","35","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","6","12","null","null","215","65","null","null","0","11","null","null","3","5","null","null",
"1400000US17031420500","Census Tract 4205, Cook County, Illinois","494","177","null","null","256","119","null","null","246","null","116","null","10","18","null","null","10","18","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","187","87","null","null","163","83","null","null","0","11","null","null","15","25","null","null","9","15","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","42","35","null","null","0","11","null","null","9","17","null","null",
"1400000US17031420600","Census Tract 4206, Cook County, Illinois","562","120","null","null","208","87","null","null","195","null","84","null","13","19","null","null","13","19","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","271","94","null","null","214","82","null","null","0","11","null","null","35","32","null","null","22","32","null","null","0","null","11","null","0","11","null","null","0","11","null","null","6","10","null","null","24","28","null","null","0","11","null","null","53","40","null","null",
"1400000US17031420700","Census Tract 4207, Cook County, Illinois","676","174","null","null","349","127","null","null","297","null","121","null","52","50","null","null","25","33","null","null","0","11","null","null","12","18","null","null","15","20","null","null","0","11","null","null","173","98","null","null","85","61","null","null","0","11","null","null","75","68","null","null","13","21","null","null","0","null","11","null","0","11","null","null","0","11","null","null","38","34","null","null","17","24","null","null","26","34","null","null","73","47","null","null",
"1400000US17031420800","Census Tract 4208, Cook County, Illinois","722","142","null","null","423","130","null","null","403","null","132","null","20","23","null","null","13","21","null","null","0","11","null","null","0","11","null","null","7","10","null","null","0","11","null","null","210","72","null","null","149","61","null","null","0","11","null","null","52","29","null","null","9","13","null","null","0","null","11","null","8","12","null","null","0","11","null","null","7","10","null","null","7","10","null","null","19","24","null","null","48","30","null","null",
"1400000US17031421200","Census Tract 4212, Cook County, Illinois","498","150","null","null","302","92","null","null","278","null","84","null","24","28","null","null","24","28","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","124","74","null","null","94","59","null","null","0","11","null","null","24","37","null","null","6","8","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","27","37","null","null","0","11","null","null","45","39","null","null",
"1400000US17031430101","Census Tract 4301.01, Cook County, Illinois","1451","247","null","null","853","206","null","null","776","null","185","null","77","108","null","null","77","108","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","516","192","null","null","482","180","null","null","34","48","null","null","0","11","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","12","20","null","null","36","57","null","null","10","15","null","null","24","30","null","null",
"1400000US17031430102","Census Tract 4301.02, Cook County, Illinois","1328","269","null","null","559","156","null","null","398","null","135","null","161","90","null","null","161","90","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","617","187","null","null","417","148","null","null","0","11","null","null","172","125","null","null","28","25","null","null","0","null","11","null","0","11","null","null","0","11","null","null","16","25","null","null","53","63","null","null","16","22","null","null","67","58","null","null",
