"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003M","B08301_003MA","B08301_003EA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005EA","B08301_005M","B08301_005MA","B08301_006E","B08301_006M","B08301_006MA","B08301_006EA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009M","B08301_009MA","B08301_009EA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011EA","B08301_011M","B08301_011MA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013M","B08301_013MA","B08301_013EA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016EA","B08301_016M","B08301_016MA","B08301_017E","B08301_017M","B08301_017MA","B08301_017EA","B08301_018E","B08301_018EA","B08301_018M","B08301_018MA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"1400000US17031826201","Census Tract 8262.01, Cook County, Illinois","1087","270","null","null","885","225","null","null","775","213","null","null","110","null","70","null","110","null","70","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","122","null","89","null","53","null","71","null","0","11","null","null","0","11","null","null","69","58","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","22","37","null","null","49","79","null","null","9","null","15","null",
"1400000US17031826202","Census Tract 8262.02, Cook County, Illinois","2701","344","null","null","2344","380","null","null","1968","316","null","null","376","null","236","null","346","null","230","null","30","35","null","null","0","16","null","null","0","16","null","null","0","16","null","null","212","null","112","null","74","null","65","null","0","16","null","null","6","13","null","null","132","93","null","null","0","null","16","null","34","null","57","null","0","16","null","null","25","null","39","null","42","46","null","null","11","18","null","null","33","null","52","null",
"1400000US17031826301","Census Tract 8263.01, Cook County, Illinois","1689","273","null","null","1433","235","null","null","1193","210","null","null","240","null","146","null","209","null","141","null","23","26","null","null","8","14","null","null","0","11","null","null","0","11","null","null","213","null","100","null","85","null","67","null","0","11","null","null","8","13","null","null","120","80","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","32","51","null","null","11","null","16","null",
"1400000US17031826303","Census Tract 8263.03, Cook County, Illinois","1928","265","null","null","1709","274","null","null","1555","229","null","null","154","null","126","null","134","null","122","null","20","38","null","null","0","11","null","null","0","11","null","null","0","11","null","null","148","null","76","null","30","null","34","null","0","11","null","null","41","33","null","null","77","65","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","10","17","null","null","61","null","49","null",
"1400000US17031826304","Census Tract 8263.04, Cook County, Illinois","1280","229","null","null","1030","176","null","null","928","182","null","null","102","null","78","null","102","null","78","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","213","null","112","null","102","null","62","null","0","11","null","null","22","34","null","null","89","63","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","37","null","52","null",
"1400000US17031826401","Census Tract 8264.01, Cook County, Illinois","1747","250","null","null","1421","235","null","null","1290","218","null","null","131","null","79","null","109","null","72","null","22","35","null","null","0","11","null","null","0","11","null","null","0","11","null","null","222","null","119","null","83","null","60","null","0","11","null","null","29","35","null","null","110","90","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","35","33","null","null","0","11","null","null","69","null","54","null",
"1400000US17031826402","Census Tract 8264.02, Cook County, Illinois","2159","277","null","null","1849","285","null","null","1606","274","null","null","243","null","107","null","213","null","96","null","18","21","null","null","0","16","null","null","12","20","null","null","0","16","null","null","286","null","103","null","86","null","67","null","0","16","null","null","19","22","null","null","181","111","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","null","16","null","7","12","null","null","8","13","null","null","9","null","14","null",
"1400000US17031826500","Census Tract 8265, Cook County, Illinois","1912","279","null","null","1582","293","null","null","1294","278","null","null","288","null","115","null","253","null","106","null","0","16","null","null","0","16","null","null","0","16","null","null","35","41","null","null","266","null","123","null","144","null","108","null","0","16","null","null","54","41","null","null","68","46","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","null","16","null","17","27","null","null","41","40","null","null","6","null","11","null",
"1400000US17031826600","Census Tract 8266, Cook County, Illinois","2332","298","null","null","1899","274","null","null","1606","260","null","null","293","null","130","null","247","null","112","null","11","17","null","null","9","14","null","null","0","16","null","null","26","33","null","null","317","null","134","null","38","null","32","null","0","16","null","null","125","83","null","null","129","94","null","null","25","null","39","null","0","null","16","null","0","16","null","null","18","null","29","null","36","53","null","null","20","24","null","null","42","null","46","null",
"1400000US17031826700","Census Tract 8267, Cook County, Illinois","2222","342","null","null","1775","293","null","null","1536","261","null","null","239","null","138","null","189","null","134","null","35","40","null","null","0","16","null","null","0","16","null","null","15","24","null","null","335","null","167","null","169","null","92","null","0","16","null","null","138","110","null","null","28","31","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","null","16","null","84","75","null","null","0","16","null","null","28","null","48","null",
"1400000US17031826800","Census Tract 8268, Cook County, Illinois","1722","249","null","null","1587","243","null","null","1225","208","null","null","362","null","178","null","330","null","182","null","10","17","null","null","0","11","null","null","11","20","null","null","11","19","null","null","78","null","71","null","55","null","62","null","23","36","null","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","22","32","null","null","15","23","null","null","20","null","24","null",
"1400000US17031826901","Census Tract 8269.01, Cook County, Illinois","487","141","null","null","414","127","null","null","414","127","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","17","null","19","null","7","null","11","null","0","11","null","null","0","11","null","null","10","15","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","56","47","null","null","0","11","null","null","0","null","11","null",
"1400000US17031826902","Census Tract 8269.02, Cook County, Illinois","311","134","null","null","272","135","null","null","254","130","null","null","18","null","26","null","18","null","26","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","39","null","30","null","34","null","29","null","0","11","null","null","5","8","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031827000","Census Tract 8270, Cook County, Illinois","879","254","null","null","710","240","null","null","504","188","null","null","206","null","176","null","206","null","176","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","130","null","81","null","101","null","69","null","0","11","null","null","0","11","null","null","29","46","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","6","12","null","null","0","11","null","null","33","null","38","null",
"1400000US17031827100","Census Tract 8271, Cook County, Illinois","731","150","null","null","550","126","null","null","467","119","null","null","83","null","49","null","83","null","49","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","79","null","56","null","66","null","53","null","0","11","null","null","0","11","null","null","13","16","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","47","46","null","null","0","11","null","null","55","null","48","null",
"1400000US17031827200","Census Tract 8272, Cook County, Illinois","1544","233","null","null","1383","228","null","null","1334","224","null","null","49","null","29","null","17","null","17","null","0","11","null","null","14","18","null","null","18","17","null","null","0","11","null","null","79","null","49","null","9","null","15","null","0","11","null","null","13","19","null","null","57","44","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","43","33","null","null","18","22","null","null","21","null","16","null",
"1400000US17031827300","Census Tract 8273, Cook County, Illinois","801","205","null","null","641","194","null","null","546","161","null","null","95","null","89","null","64","null","72","null","0","11","null","null","0","11","null","null","0","11","null","null","31","47","null","null","83","null","59","null","56","null","43","null","0","11","null","null","0","11","null","null","27","43","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","61","52","null","null","0","11","null","null","16","null","26","null",
"1400000US17031827400","Census Tract 8274, Cook County, Illinois","1233","282","null","null","999","263","null","null","917","279","null","null","82","null","76","null","82","null","76","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","92","null","71","null","42","null","51","null","0","11","null","null","0","11","null","null","50","53","null","null","0","null","11","null","0","null","11","null","52","62","null","null","0","null","11","null","9","15","null","null","0","11","null","null","81","null","77","null",
"1400000US17031827500","Census Tract 8275, Cook County, Illinois","1851","326","null","null","1507","296","null","null","1392","283","null","null","115","null","72","null","100","null","67","null","15","25","null","null","0","16","null","null","0","16","null","null","0","16","null","null","167","null","71","null","135","null","73","null","12","18","null","null","0","16","null","null","20","21","null","null","0","null","16","null","0","null","16","null","0","16","null","null","11","null","18","null","84","76","null","null","37","39","null","null","45","null","50","null",
"1400000US17031827600","Census Tract 8276, Cook County, Illinois","973","198","null","null","797","200","null","null","717","207","null","null","80","null","51","null","52","null","50","null","28","23","null","null","0","11","null","null","0","11","null","null","0","11","null","null","122","null","66","null","91","null","61","null","0","11","null","null","31","30","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","31","46","null","null","23","34","null","null","0","null","11","null",
"1400000US17031827700","Census Tract 8277, Cook County, Illinois","893","183","null","null","754","169","null","null","707","161","null","null","47","null","43","null","38","null","41","null","9","14","null","null","0","11","null","null","0","11","null","null","0","11","null","null","112","null","61","null","26","null","26","null","8","12","null","null","46","51","null","null","32","27","null","null","0","null","11","null","0","null","11","null","0","11","null","null","6","null","8","null","0","11","null","null","21","27","null","null","0","null","11","null",
"1400000US17031827801","Census Tract 8278.01, Cook County, Illinois","1671","232","null","null","1558","214","null","null","1437","220","null","null","121","null","83","null","111","null","80","null","0","11","null","null","10","15","null","null","0","11","null","null","0","11","null","null","51","null","47","null","14","null","32","null","0","11","null","null","0","11","null","null","37","34","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","16","32","null","null","7","17","null","null","39","null","59","null",
"1400000US17031827802","Census Tract 8278.02, Cook County, Illinois","1476","226","null","null","1292","202","null","null","1163","203","null","null","129","null","81","null","100","null","66","null","29","41","null","null","0","11","null","null","0","11","null","null","0","11","null","null","97","null","68","null","45","null","49","null","0","11","null","null","22","27","null","null","30","36","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","38","39","null","null","37","40","null","null","12","null","19","null",
"1400000US17031827804","Census Tract 8278.04, Cook County, Illinois","1414","190","null","null","1189","199","null","null","1038","194","null","null","151","null","87","null","104","null","79","null","42","45","null","null","5","10","null","null","0","11","null","null","0","11","null","null","120","null","87","null","61","null","81","null","0","11","null","null","21","17","null","null","38","34","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","14","28","null","null","18","21","null","null","73","null","59","null",
"1400000US17031827805","Census Tract 8278.05, Cook County, Illinois","1286","192","null","null","1093","192","null","null","891","168","null","null","202","null","112","null","183","null","112","null","16","19","null","null","0","11","null","null","0","11","null","null","3","6","null","null","172","null","77","null","25","null","28","null","0","11","null","null","107","66","null","null","40","36","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","21","null","23","null",
"1400000US17031827901","Census Tract 8279.01, Cook County, Illinois","1176","158","null","null","1090","148","null","null","941","132","null","null","149","null","78","null","142","null","77","null","0","11","null","null","0","11","null","null","7","14","null","null","0","11","null","null","68","null","52","null","11","null","16","null","0","11","null","null","42","46","null","null","15","21","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","18","null","22","null",
"1400000US17031827902","Census Tract 8279.02, Cook County, Illinois","2010","241","null","null","1849","241","null","null","1732","236","null","null","117","null","86","null","102","null","60","null","0","11","null","null","15","57","null","null","0","11","null","null","0","11","null","null","86","null","77","null","16","null","26","null","0","11","null","null","9","14","null","null","61","70","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","49","57","null","null","12","19","null","null","14","null","18","null",
"1400000US17031828000","Census Tract 8280, Cook County, Illinois","2321","293","null","null","1963","232","null","null","1816","227","null","null","147","null","74","null","127","null","76","null","5","8","null","null","10","15","null","null","5","13","null","null","0","11","null","null","201","null","109","null","60","null","77","null","0","11","null","null","72","58","null","null","69","64","null","null","0","null","11","null","0","null","11","null","0","11","null","null","19","null","29","null","32","40","null","null","44","69","null","null","62","null","59","null",
"1400000US17031828100","Census Tract 8281, Cook County, Illinois","2249","236","null","null","1955","254","null","null","1698","249","null","null","257","null","108","null","231","null","98","null","26","35","null","null","0","11","null","null","0","11","null","null","0","11","null","null","162","null","99","null","12","null","25","null","0","11","null","null","48","77","null","null","102","58","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","46","69","null","null","86","null","54","null",
"1400000US17031828201","Census Tract 8282.01, Cook County, Illinois","2196","258","null","null","1900","242","null","null","1711","206","null","null","189","null","109","null","124","null","100","null","42","41","null","null","23","25","null","null","0","11","null","null","0","11","null","null","221","null","111","null","73","null","67","null","0","11","null","null","78","73","null","null","70","38","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","33","36","null","null","29","29","null","null","13","null","19","null",
"1400000US17031828202","Census Tract 8282.02, Cook County, Illinois","2014","276","null","null","1864","254","null","null","1718","241","null","null","146","null","81","null","140","null","81","null","0","11","null","null","6","10","null","null","0","11","null","null","0","11","null","null","73","null","44","null","0","null","11","null","0","11","null","null","20","32","null","null","53","29","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","41","36","null","null","24","37","null","null","12","null","20","null",
"1400000US17031828300","Census Tract 8283, Cook County, Illinois","1619","191","null","null","1412","196","null","null","1236","183","null","null","176","null","70","null","160","null","67","null","6","10","null","null","0","11","null","null","0","11","null","null","10","15","null","null","106","null","65","null","12","null","19","null","0","11","null","null","13","19","null","null","81","57","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","45","41","null","null","11","16","null","null","45","null","34","null",
"1400000US17031828401","Census Tract 8284.01, Cook County, Illinois","1680","196","null","null","1303","194","null","null","1172","171","null","null","131","null","90","null","96","null","75","null","35","41","null","null","0","11","null","null","0","11","null","null","0","11","null","null","256","null","89","null","0","null","11","null","0","11","null","null","32","41","null","null","224","77","null","null","0","null","11","null","0","null","11","null","0","11","null","null","12","null","19","null","39","46","null","null","37","43","null","null","33","null","27","null",
"1400000US17031828402","Census Tract 8284.02, Cook County, Illinois","1742","161","null","null","1527","160","null","null","1421","166","null","null","106","null","58","null","95","null","55","null","0","11","null","null","0","11","null","null","0","11","null","null","11","17","null","null","152","null","69","null","22","null","24","null","0","11","null","null","27","24","null","null","103","51","null","null","0","null","11","null","0","null","11","null","0","11","null","null","6","null","8","null","40","31","null","null","7","11","null","null","10","null","16","null",
"1400000US17031828503","Census Tract 8285.03, Cook County, Illinois","1536","248","null","null","1353","230","null","null","1175","214","null","null","178","null","100","null","148","null","105","null","24","39","null","null","6","12","null","null","0","11","null","null","0","11","null","null","134","null","76","null","76","null","68","null","0","11","null","null","29","34","null","null","29","25","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","49","null","55","null",
"1400000US17031828504","Census Tract 8285.04, Cook County, Illinois","2156","290","null","null","1970","276","null","null","1722","279","null","null","248","null","139","null","169","null","105","null","79","63","null","null","0","16","null","null","0","16","null","null","0","16","null","null","118","null","94","null","74","null","62","null","0","16","null","null","0","16","null","null","44","50","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","null","16","null","23","33","null","null","0","16","null","null","45","null","39","null",
"1400000US17031828505","Census Tract 8285.05, Cook County, Illinois","2568","267","null","null","2337","292","null","null","2104","316","null","null","233","null","143","null","178","null","125","null","44","56","null","null","0","16","null","null","0","16","null","null","11","19","null","null","148","null","102","null","13","null","23","null","0","16","null","null","37","44","null","null","98","78","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","null","16","null","15","24","null","null","0","16","null","null","68","null","58","null",
"1400000US17031828506","Census Tract 8285.06, Cook County, Illinois","3702","454","null","null","3282","421","null","null","2957","413","null","null","325","null","160","null","296","null","156","null","16","26","null","null","0","16","null","null","0","16","null","null","13","21","null","null","235","null","140","null","96","null","124","null","0","16","null","null","48","38","null","null","91","57","null","null","0","null","16","null","0","null","16","null","0","16","null","null","15","null","25","null","0","16","null","null","56","57","null","null","114","null","149","null",
"1400000US17031828601","Census Tract 8286.01, Cook County, Illinois","2052","193","null","null","1694","201","null","null","1579","215","null","null","115","null","57","null","115","null","57","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","259","null","104","null","11","null","16","null","5","9","null","null","74","78","null","null","169","65","null","null","0","null","11","null","0","null","11","null","0","11","null","null","10","null","15","null","16","17","null","null","0","11","null","null","73","null","40","null",
"1400000US17031828602","Census Tract 8286.02, Cook County, Illinois","1964","183","null","null","1491","201","null","null","1308","201","null","null","183","null","85","null","130","null","78","null","32","34","null","null","21","36","null","null","0","11","null","null","0","11","null","null","248","null","91","null","30","null","28","null","8","13","null","null","38","32","null","null","172","73","null","null","0","null","11","null","0","null","11","null","0","11","null","null","11","null","17","null","120","112","null","null","0","11","null","null","94","null","48","null",
"1400000US17031828701","Census Tract 8287.01, Cook County, Illinois","1612","277","null","null","1305","258","null","null","1131","238","null","null","174","null","117","null","174","null","117","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","173","null","96","null","0","null","11","null","0","11","null","null","80","76","null","null","93","60","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","99","109","null","null","13","21","null","null","22","null","23","null",
"1400000US17031828702","Census Tract 8287.02, Cook County, Illinois","1767","291","null","null","1500","259","null","null","1327","257","null","null","173","null","119","null","173","null","119","null","0","16","null","null","0","16","null","null","0","16","null","null","0","16","null","null","205","null","183","null","55","null","87","null","0","16","null","null","52","75","null","null","98","83","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","null","16","null","0","16","null","null","14","16","null","null","48","null","65","null",
"1400000US17031828801","Census Tract 8288.01, Cook County, Illinois","2138","239","null","null","1696","239","null","null","1617","236","null","null","79","null","50","null","59","null","40","null","7","11","null","null","13","20","null","null","0","16","null","null","0","16","null","null","295","null","112","null","0","null","16","null","0","16","null","null","81","76","null","null","214","95","null","null","0","null","16","null","0","null","16","null","0","16","null","null","5","null","9","null","57","75","null","null","7","11","null","null","78","null","59","null",
"1400000US17031828802","Census Tract 8288.02, Cook County, Illinois","1481","184","null","null","1368","185","null","null","1221","184","null","null","147","null","70","null","138","null","69","null","9","14","null","null","0","11","null","null","0","11","null","null","0","11","null","null","89","null","49","null","0","null","11","null","0","11","null","null","20","23","null","null","69","39","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","24","null","38","null",
"1400000US17031828900","Census Tract 8289, Cook County, Illinois","1446","183","null","null","1256","169","null","null","1084","147","null","null","172","null","80","null","172","null","80","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","80","null","53","null","48","null","41","null","0","11","null","null","15","24","null","null","17","26","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","44","33","null","null","53","44","null","null","13","null","16","null",
"1400000US17031829000","Census Tract 8290, Cook County, Illinois","252","99","null","null","184","99","null","null","184","99","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","34","null","31","null","34","null","31","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","19","19","null","null","15","15","null","null","0","null","11","null",
"1400000US17031829100","Census Tract 8291, Cook County, Illinois","1353","227","null","null","1245","223","null","null","813","166","null","null","432","null","140","null","311","null","123","null","46","37","null","null","75","42","null","null","0","11","null","null","0","11","null","null","39","null","40","null","33","null","37","null","0","11","null","null","0","11","null","null","6","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","58","49","null","null","11","18","null","null","0","null","11","null",
"1400000US17031829200","Census Tract 8292, Cook County, Illinois","2672","321","null","null","2553","317","null","null","2209","333","null","null","344","null","124","null","281","null","119","null","36","36","null","null","0","16","null","null","27","40","null","null","0","16","null","null","88","null","59","null","44","null","39","null","0","16","null","null","0","16","null","null","44","44","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","null","16","null","8","13","null","null","13","29","null","null","10","null","15","null",
"1400000US17031829301","Census Tract 8293.01, Cook County, Illinois","1509","210","null","null","1352","197","null","null","1235","202","null","null","117","null","69","null","95","null","61","null","16","18","null","null","6","12","null","null","0","11","null","null","0","11","null","null","84","null","78","null","35","null","43","null","0","11","null","null","0","11","null","null","49","63","null","null","0","null","11","null","16","null","26","null","0","11","null","null","0","null","11","null","57","66","null","null","0","11","null","null","0","null","11","null",
"1400000US17031829302","Census Tract 8293.02, Cook County, Illinois","1111","203","null","null","868","200","null","null","674","152","null","null","194","null","120","null","166","null","115","null","0","11","null","null","28","45","null","null","0","11","null","null","0","11","null","null","139","null","82","null","73","null","55","null","0","11","null","null","25","40","null","null","41","34","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","60","57","null","null","34","42","null","null","10","null","20","null",
"1400000US17031829401","Census Tract 8294.01, Cook County, Illinois","430","125","null","null","384","126","null","null","337","112","null","null","47","null","46","null","6","null","15","null","41","47","null","null","0","11","null","null","0","11","null","null","0","11","null","null","14","null","22","null","14","null","22","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","4","13","null","null","0","11","null","null","28","null","27","null",
"1400000US17031829402","Census Tract 8294.02, Cook County, Illinois","1421","189","null","null","1185","177","null","null","1069","151","null","null","116","null","82","null","89","null","74","null","27","42","null","null","0","11","null","null","0","11","null","null","0","11","null","null","112","null","70","null","38","null","31","null","0","11","null","null","27","43","null","null","47","45","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","29","45","null","null","39","61","null","null","56","null","51","null",
"1400000US17031829500","Census Tract 8295, Cook County, Illinois","1472","282","null","null","1437","280","null","null","1169","220","null","null","268","null","206","null","252","null","205","null","9","16","null","null","0","11","null","null","7","15","null","null","0","11","null","null","29","null","29","null","11","null","18","null","0","11","null","null","5","10","null","null","13","22","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","6","12","null","null","0","null","11","null",
"1400000US17031829600","Census Tract 8296, Cook County, Illinois","1347","181","null","null","1249","181","null","null","1126","166","null","null","123","null","67","null","112","null","66","null","0","11","null","null","0","11","null","null","0","11","null","null","11","17","null","null","31","null","26","null","3","null","3","null","0","11","null","null","0","11","null","null","28","26","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","28","46","null","null","0","11","null","null","39","null","32","null",
"1400000US17031829700","Census Tract 8297, Cook County, Illinois","1146","212","null","null","963","199","null","null","840","190","null","null","123","null","63","null","123","null","63","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","111","null","56","null","80","null","50","null","0","11","null","null","0","11","null","null","31","25","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","41","34","null","null","17","22","null","null","14","null","18","null",
"1400000US17031829800","Census Tract 8298, Cook County, Illinois","3287","322","null","null","2601","313","null","null","2395","324","null","null","206","null","111","null","162","null","93","null","30","49","null","null","0","16","null","null","0","16","null","null","14","22","null","null","481","null","173","null","60","null","78","null","0","16","null","null","74","56","null","null","347","145","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","null","16","null","26","36","null","null","35","40","null","null","144","null","72","null",
"1400000US17031829901","Census Tract 8299.01, Cook County, Illinois","4404","396","null","null","3735","502","null","null","3418","403","null","null","317","null","190","null","292","null","184","null","25","39","null","null","0","16","null","null","0","16","null","null","0","16","null","null","525","null","301","null","16","null","27","null","0","16","null","null","63","64","null","null","446","290","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","null","16","null","0","16","null","null","24","40","null","null","120","null","91","null",
"1400000US17031829902","Census Tract 8299.02, Cook County, Illinois","3006","374","null","null","2465","337","null","null","2287","327","null","null","178","null","121","null","133","null","109","null","31","39","null","null","0","16","null","null","14","23","null","null","0","16","null","null","299","null","141","null","1","null","2","null","0","16","null","null","130","111","null","null","168","96","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","null","16","null","38","63","null","null","8","14","null","null","196","null","91","null",
"1400000US17031830001","Census Tract 8300.01, Cook County, Illinois","832","144","null","null","778","152","null","null","740","151","null","null","38","null","39","null","38","null","39","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","8","null","13","null","0","null","11","null","0","11","null","null","0","11","null","null","8","13","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","31","41","null","null","0","11","null","null","15","null","16","null",
"1400000US17031830003","Census Tract 8300.03, Cook County, Illinois","3498","433","null","null","2987","455","null","null","2807","446","null","null","180","null","134","null","116","null","93","null","47","55","null","null","17","33","null","null","0","16","null","null","0","16","null","null","383","null","156","null","105","null","70","null","0","16","null","null","48","47","null","null","230","139","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","null","16","null","23","37","null","null","15","24","null","null","90","null","63","null",
"1400000US17031830004","Census Tract 8300.04, Cook County, Illinois","3154","460","null","null","2866","473","null","null","2260","433","null","null","606","null","356","null","500","null","298","null","105","99","null","null","0","16","null","null","0","16","null","null","1","3","null","null","167","null","98","null","13","null","20","null","0","16","null","null","42","52","null","null","112","76","null","null","0","null","16","null","0","null","16","null","0","16","null","null","0","null","16","null","0","16","null","null","0","16","null","null","121","null","73","null",
"1400000US17031830005","Census Tract 8300.05, Cook County, Illinois","1888","258","null","null","1529","244","null","null","1375","245","null","null","154","null","75","null","103","null","65","null","0","11","null","null","0","11","null","null","0","11","null","null","51","55","null","null","337","null","159","null","35","null","51","null","12","20","null","null","25","27","null","null","265","151","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","14","24","null","null","8","null","14","null",
"1400000US17031830006","Census Tract 8300.06, Cook County, Illinois","1105","153","null","null","950","160","null","null","861","169","null","null","89","null","82","null","89","null","82","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","65","null","48","null","0","null","11","null","0","11","null","null","20","21","null","null","45","43","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","8","14","null","null","26","29","null","null","56","null","47","null",
"1400000US17031830007","Census Tract 8300.07, Cook County, Illinois","1842","297","null","null","1657","300","null","null","1508","284","null","null","149","null","79","null","109","null","73","null","26","30","null","null","14","22","null","null","0","11","null","null","0","11","null","null","106","null","61","null","0","null","11","null","0","11","null","null","12","19","null","null","94","58","null","null","0","null","11","null","0","null","11","null","0","11","null","null","22","null","33","null","27","29","null","null","30","35","null","null","0","null","11","null",
"1400000US17031830008","Census Tract 8300.08, Cook County, Illinois","2264","287","null","null","1837","263","null","null","1694","274","null","null","143","null","84","null","133","null","80","null","10","18","null","null","0","11","null","null","0","11","null","null","0","11","null","null","250","null","112","null","0","null","11","null","28","45","null","null","98","74","null","null","124","77","null","null","0","null","11","null","0","null","11","null","0","11","null","null","45","null","57","null","28","45","null","null","74","69","null","null","30","null","30","null",
"1400000US17031830100","Census Tract 8301, Cook County, Illinois","1543","212","null","null","1278","197","null","null","1187","196","null","null","91","null","68","null","74","null","65","null","17","23","null","null","0","11","null","null","0","11","null","null","0","11","null","null","183","null","124","null","0","null","11","null","0","11","null","null","91","83","null","null","92","74","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","82","null","59","null",
