"GEO_ID","NAME","B25031_001E","B25031_001M","B25031_001MA","B25031_001EA","B25031_002E","B25031_002M","B25031_002MA","B25031_002EA","B25031_003E","B25031_003M","B25031_003MA","B25031_003EA","B25031_004E","B25031_004M","B25031_004MA","B25031_004EA","B25031_005E","B25031_005EA","B25031_005M","B25031_005MA","B25031_006E","B25031_006EA","B25031_006M","B25031_006MA","B25031_007E","B25031_007M","B25031_007MA","B25031_007EA",
"Geography","Geographic Area Name","Estimate!!Median gross rent --!!Total:","Margin of Error!!Median gross rent --!!Total:","Annotation of Margin of Error!!Median gross rent --!!Total:","Annotation of Estimate!!Median gross rent --!!Total:","Estimate!!Median gross rent --!!Total:!!No bedroom","Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!No bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!No bedroom","Estimate!!Median gross rent --!!Total:!!1 bedroom","Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Margin of Error!!Median gross rent --!!Total:!!1 bedroom","Annotation of Estimate!!Median gross rent --!!Total:!!1 bedroom","Estimate!!Median gross rent --!!Total:!!2 bedrooms","Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!2 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!2 bedrooms","Estimate!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!3 bedrooms","Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!3 bedrooms","Estimate!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!4 bedrooms","Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!4 bedrooms","Estimate!!Median gross rent --!!Total:!!5 or more bedrooms","Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Margin of Error!!Median gross rent --!!Total:!!5 or more bedrooms","Annotation of Estimate!!Median gross rent --!!Total:!!5 or more bedrooms",
"1400000US17031430200","Census Tract 4302, Cook County, Illinois","885","106","null","null","630","49","null","null","771","62","null","null","1038","136","null","null","1376","null","146","null","-","-","**","**","-","**","**","-",
"1400000US17031430300","Census Tract 4303, Cook County, Illinois","1040","69","null","null","-","**","**","-","971","98","null","null","980","66","null","null","1140","null","72","null","1647","null","1450","null","-","**","**","-",
"1400000US17031430400","Census Tract 4304, Cook County, Illinois","974","64","null","null","683","37","null","null","1059","362","null","null","966","59","null","null","1079","null","243","null","-","-","**","**","-","**","**","-",
"1400000US17031430500","Census Tract 4305, Cook County, Illinois","912","61","null","null","710","100","null","null","831","111","null","null","938","48","null","null","1144","null","101","null","1565","null","787","null","-","**","**","-",
"1400000US17031430600","Census Tract 4306, Cook County, Illinois","858","332","null","null","594","28","null","null","-","**","**","-","964","55","null","null","1112","null","441","null","-","-","**","**","-","**","**","-",
"1400000US17031430700","Census Tract 4307, Cook County, Illinois","987","56","null","null","743","145","null","null","942","33","null","null","1132","55","null","null","1052","null","485","null","-","-","**","**","-","**","**","-",
"1400000US17031430800","Census Tract 4308, Cook County, Illinois","1048","139","null","null","805","421","null","null","907","443","null","null","1038","233","null","null","1186","null","82","null","-","-","**","**","-","**","**","-",
"1400000US17031430900","Census Tract 4309, Cook County, Illinois","889","82","null","null","681","40","null","null","764","101","null","null","929","58","null","null","1273","null","339","null","-","-","**","**","-","**","**","-",
"1400000US17031431200","Census Tract 4312, Cook County, Illinois","1246","395","null","null","-","**","**","-","-","**","**","-","1038","211","null","null","1516","null","382","null","-","-","**","**","-","**","**","-",
"1400000US17031431301","Census Tract 4313.01, Cook County, Illinois","905","98","null","null","-","**","**","-","769","27","null","null","892","81","null","null","1239","null","235","null","-","-","**","**","-","**","**","-",
"1400000US17031431302","Census Tract 4313.02, Cook County, Illinois","947","61","null","null","-","**","**","-","680","411","null","null","944","57","null","null","1380","null","431","null","-","-","**","**","-","**","**","-",
"1400000US17031431400","Census Tract 4314, Cook County, Illinois","873","43","null","null","627","198","null","null","805","45","null","null","992","104","null","null","991","null","841","null","-","-","**","**","-","**","**","-",
"1400000US17031440101","Census Tract 4401.01, Cook County, Illinois","819","47","null","null","713","154","null","null","759","37","null","null","916","81","null","null","909","null","231","null","-","-","**","**","-","**","**","-",
"1400000US17031440102","Census Tract 4401.02, Cook County, Illinois","845","60","null","null","541","39","null","null","793","77","null","null","921","75","null","null","1193","null","291","null","-","-","**","**","-","**","**","-",
"1400000US17031440201","Census Tract 4402.01, Cook County, Illinois","904","66","null","null","731","270","null","null","804","67","null","null","951","56","null","null","1081","null","52","null","-","-","**","**","-","**","**","-",
"1400000US17031440202","Census Tract 4402.02, Cook County, Illinois","768","43","null","null","758","585","null","null","678","35","null","null","791","40","null","null","1428","null","190","null","-","-","**","**","-","**","**","-",
"1400000US17031440300","Census Tract 4403, Cook County, Illinois","869","169","null","null","-","**","**","-","788","96","null","null","944","500","null","null","1596","null","588","null","-","-","**","**","-","**","**","-",
"1400000US17031440600","Census Tract 4406, Cook County, Illinois","895","532","null","null","-","**","**","-","-","**","**","-","-","**","**","-","820","null","509","null","2170","null","241","null","-","**","**","-",
"1400000US17031440700","Census Tract 4407, Cook County, Illinois","1004","184","null","null","-","**","**","-","834","126","null","null","1130","103","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031440800","Census Tract 4408, Cook County, Illinois","917","33","null","null","-","**","**","-","833","54","null","null","920","32","null","null","1137","null","378","null","-","-","**","**","-","**","**","-",
"1400000US17031440900","Census Tract 4409, Cook County, Illinois","915","176","null","null","-","**","**","-","817","48","null","null","1139","252","null","null","900","null","213","null","-","-","**","**","-","**","**","-",
"1400000US17031450300","Census Tract 4503, Cook County, Illinois","975","42","null","null","-","**","**","-","926","67","null","null","1008","111","null","null","1281","null","295","null","-","-","**","**","-","**","**","-",
"1400000US17031460100","Census Tract 4601, Cook County, Illinois","897","126","null","null","-","**","**","-","664","100","null","null","945","157","null","null","1099","null","94","null","1144","null","183","null","-","**","**","-",
"1400000US17031460200","Census Tract 4602, Cook County, Illinois","777","55","null","null","-","**","**","-","-","**","**","-","770","37","null","null","682","null","485","null","-","-","**","**","-","**","**","-",
"1400000US17031460301","Census Tract 4603.01, Cook County, Illinois","916","151","null","null","-","**","**","-","651","113","null","null","800","394","null","null","900","null","246","null","1317","null","143","null","984","579","null","null",
"1400000US17031460302","Census Tract 4603.02, Cook County, Illinois","905","90","null","null","-","**","**","-","829","141","null","null","865","66","null","null","1095","null","125","null","-","-","**","**","1068","895","null","null",
"1400000US17031460400","Census Tract 4604, Cook County, Illinois","1047","160","null","null","-","**","**","-","772","63","null","null","942","61","null","null","1313","null","156","null","1382","null","161","null","-","**","**","-",
"1400000US17031460500","Census Tract 4605, Cook County, Illinois","783","77","null","null","-","**","**","-","771","64","null","null","876","244","null","null","818","null","493","null","-","-","**","**","-","**","**","-",
"1400000US17031460600","Census Tract 4606, Cook County, Illinois","840","127","null","null","-","**","**","-","-","**","**","-","879","396","null","null","875","null","107","null","-","-","**","**","-","**","**","-",
"1400000US17031460700","Census Tract 4607, Cook County, Illinois","653","57","null","null","-","**","**","-","-","**","**","-","633","75","null","null","691","null","121","null","-","-","**","**","-","**","**","-",
"1400000US17031461000","Census Tract 4610, Cook County, Illinois","458","195","null","null","275","76","null","null","303","71","null","null","534","30","null","null","1095","null","52","null","-","-","**","**","-","**","**","-",
"1400000US17031470100","Census Tract 4701, Cook County, Illinois","732","158","null","null","-","**","**","-","393","122","null","null","1054","244","null","null","-","-","**","**","-","-","**","**","-","**","**","-",
"1400000US17031480100","Census Tract 4801, Cook County, Illinois","887","83","null","null","-","**","**","-","806","204","null","null","908","132","null","null","1559","null","346","null","-","-","**","**","-","**","**","-",
"1400000US17031480200","Census Tract 4802, Cook County, Illinois","1071","64","null","null","-","**","**","-","-","**","**","-","1083","82","null","null","1000","null","145","null","-","-","**","**","-","**","**","-",
"1400000US17031480300","Census Tract 4803, Cook County, Illinois","1034","75","null","null","-","**","**","-","936","584","null","null","988","113","null","null","1243","null","152","null","-","-","**","**","-","**","**","-",
"1400000US17031480400","Census Tract 4804, Cook County, Illinois","1149","108","null","null","-","**","**","-","-","**","**","-","892","469","null","null","-","-","**","**","1141","null","43","null","-","**","**","-",
"1400000US17031480500","Census Tract 4805, Cook County, Illinois","910","254","null","null","-","**","**","-","-","**","**","-","797","195","null","null","992","null","268","null","-","-","**","**","2087","1275","null","null",
"1400000US17031490300","Census Tract 4903, Cook County, Illinois","1283","250","null","null","-","**","**","-","-","**","**","-","1051","378","null","null","1387","null","161","null","-","-","**","**","-","**","**","-",
"1400000US17031490400","Census Tract 4904, Cook County, Illinois","952","216","null","null","-","**","**","-","-","**","**","-","1077","584","null","null","973","null","466","null","-","-","**","**","-","**","**","-",
"1400000US17031490500","Census Tract 4905, Cook County, Illinois","985","290","null","null","-","**","**","-","-","**","**","-","867","26","null","null","948","null","33","null","1875","null","1203","null","-","**","**","-",
"1400000US17031490600","Census Tract 4906, Cook County, Illinois","1665","223","null","null","-","**","**","-","-","**","**","-","1573","911","null","null","1692","null","114","null","1867","null","444","null","-","**","**","-",
"1400000US17031490700","Census Tract 4907, Cook County, Illinois","1292","447","null","null","-","**","**","-","-","**","**","-","1042","432","null","null","1560","null","636","null","1375","null","1102","null","-","**","**","-",
"1400000US17031490800","Census Tract 4908, Cook County, Illinois","885","79","null","null","-","**","**","-","-","**","**","-","893","311","null","null","944","null","118","null","-","-","**","**","-","**","**","-",
"1400000US17031490901","Census Tract 4909.01, Cook County, Illinois","950","83","null","null","-","**","**","-","691","47","null","null","999","105","null","null","1281","null","224","null","-","-","**","**","-","**","**","-",
