"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_001MA","B02001_001EA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005M","B02001_005MA","B02001_005EA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007EA","B02001_007M","B02001_007MA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010M","B02001_010MA","B02001_010EA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!White alone","Margin of Error!!Total:!!White alone","Annotation of Margin of Error!!Total:!!White alone","Annotation of Estimate!!Total:!!White alone","Estimate!!Total:!!Black or African American alone","Margin of Error!!Total:!!Black or African American alone","Annotation of Margin of Error!!Total:!!Black or African American alone","Annotation of Estimate!!Total:!!Black or African American alone","Estimate!!Total:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total:!!American Indian and Alaska Native alone","Annotation of Estimate!!Total:!!American Indian and Alaska Native alone","Estimate!!Total:!!Asian alone","Margin of Error!!Total:!!Asian alone","Annotation of Margin of Error!!Total:!!Asian alone","Annotation of Estimate!!Total:!!Asian alone","Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total:!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Some other race alone","Annotation of Estimate!!Total:!!Some other race alone","Margin of Error!!Total:!!Some other race alone","Annotation of Margin of Error!!Total:!!Some other race alone","Estimate!!Total:!!Two or more races:","Margin of Error!!Total:!!Two or more races:","Annotation of Margin of Error!!Total:!!Two or more races:","Annotation of Estimate!!Total:!!Two or more races:","Estimate!!Total:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races including Some other race","Annotation of Estimate!!Total:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total:!!Two or more races:!!Two races excluding Some other race, and three or more races",
"1400000US17031050500","Census Tract 505, Cook County, Illinois","5911","925","null","null","5044","734","null","null","3","7","null","null","0","17","null","null","485","411","null","null","0","17","null","null","14","null","22","null","365","277","null","null","8","14","null","null","357","277","null","null",
"1400000US17031050600","Census Tract 506, Cook County, Illinois","2178","327","null","null","2113","331","null","null","0","12","null","null","0","12","null","null","33","30","null","null","0","12","null","null","0","null","12","null","32","48","null","null","0","12","null","null","32","48","null","null",
"1400000US17031050700","Census Tract 507, Cook County, Illinois","1435","222","null","null","1357","229","null","null","0","12","null","null","0","12","null","null","49","31","null","null","0","12","null","null","8","null","8","null","21","20","null","null","0","12","null","null","21","20","null","null",
"1400000US17031050800","Census Tract 508, Cook County, Illinois","1527","332","null","null","1130","211","null","null","53","50","null","null","2","3","null","null","67","45","null","null","0","12","null","null","38","null","40","null","237","252","null","null","10","10","null","null","227","252","null","null",
"1400000US17031050900","Census Tract 509, Cook County, Illinois","1452","226","null","null","1106","200","null","null","43","30","null","null","0","12","null","null","99","71","null","null","0","12","null","null","140","null","111","null","64","44","null","null","18","24","null","null","46","35","null","null",
"1400000US17031051000","Census Tract 510, Cook County, Illinois","1783","216","null","null","1482","174","null","null","80","73","null","null","0","12","null","null","121","71","null","null","0","12","null","null","33","null","33","null","67","51","null","null","20","30","null","null","47","37","null","null",
"1400000US17031051100","Census Tract 511, Cook County, Illinois","1820","290","null","null","1392","198","null","null","27","36","null","null","0","12","null","null","102","73","null","null","0","12","null","null","15","null","25","null","284","164","null","null","162","138","null","null","122","88","null","null",
"1400000US17031051200","Census Tract 512, Cook County, Illinois","1531","220","null","null","1323","204","null","null","63","30","null","null","0","12","null","null","60","41","null","null","0","12","null","null","5","null","8","null","80","43","null","null","17","13","null","null","63","42","null","null",
"1400000US17031051300","Census Tract 513, Cook County, Illinois","2933","445","null","null","2478","477","null","null","186","164","null","null","0","12","null","null","63","50","null","null","0","12","null","null","98","null","123","null","108","69","null","null","9","20","null","null","99","68","null","null",
"1400000US17031051400","Census Tract 514, Cook County, Illinois","2220","362","null","null","1645","347","null","null","158","130","null","null","1","3","null","null","237","176","null","null","27","39","null","null","86","null","98","null","66","45","null","null","6","9","null","null","60","41","null","null",
"1400000US17031060100","Census Tract 601, Cook County, Illinois","3109","483","null","null","2486","406","null","null","113","90","null","null","0","12","null","null","296","224","null","null","0","12","null","null","7","null","12","null","207","108","null","null","0","12","null","null","207","108","null","null",
"1400000US17031060200","Census Tract 602, Cook County, Illinois","2191","318","null","null","1796","244","null","null","42","46","null","null","0","12","null","null","71","55","null","null","10","19","null","null","198","null","214","null","74","49","null","null","6","9","null","null","68","49","null","null",
"1400000US17031060300","Census Tract 603, Cook County, Illinois","2918","455","null","null","2322","350","null","null","12","18","null","null","11","18","null","null","257","186","null","null","0","12","null","null","34","null","32","null","282","288","null","null","208","284","null","null","74","54","null","null",
"1400000US17031060400","Census Tract 604, Cook County, Illinois","3981","428","null","null","3655","423","null","null","26","30","null","null","0","12","null","null","143","105","null","null","0","12","null","null","97","null","89","null","60","46","null","null","17","19","null","null","43","42","null","null",
"1400000US17031060500","Census Tract 605, Cook County, Illinois","1233","170","null","null","981","169","null","null","34","37","null","null","0","12","null","null","189","87","null","null","0","12","null","null","0","null","12","null","29","24","null","null","17","20","null","null","12","13","null","null",
"1400000US17031060800","Census Tract 608, Cook County, Illinois","5225","669","null","null","3734","584","null","null","260","184","null","null","0","17","null","null","694","348","null","null","0","17","null","null","133","null","90","null","404","242","null","null","125","115","null","null","279","187","null","null",
"1400000US17031060900","Census Tract 609, Cook County, Illinois","6815","1128","null","null","5923","1092","null","null","176","200","null","null","0","17","null","null","378","208","null","null","0","17","null","null","94","null","143","null","244","154","null","null","60","59","null","null","184","147","null","null",
"1400000US17031061000","Census Tract 610, Cook County, Illinois","2224","373","null","null","1891","278","null","null","43","35","null","null","0","12","null","null","82","51","null","null","0","12","null","null","11","null","16","null","197","241","null","null","0","12","null","null","197","241","null","null",
"1400000US17031061100","Census Tract 611, Cook County, Illinois","1431","238","null","null","1227","182","null","null","63","39","null","null","0","12","null","null","53","48","null","null","0","12","null","null","23","null","34","null","65","79","null","null","8","11","null","null","57","78","null","null",
"1400000US17031061200","Census Tract 612, Cook County, Illinois","2161","272","null","null","1840","251","null","null","34","27","null","null","0","12","null","null","117","73","null","null","0","12","null","null","56","null","55","null","114","68","null","null","0","12","null","null","114","68","null","null",
"1400000US17031061500","Census Tract 615, Cook County, Illinois","2051","226","null","null","1768","193","null","null","75","90","null","null","0","12","null","null","79","43","null","null","0","12","null","null","16","null","16","null","113","81","null","null","49","46","null","null","64","52","null","null",
"1400000US17031061800","Census Tract 618, Cook County, Illinois","1409","188","null","null","1064","153","null","null","35","32","null","null","0","12","null","null","178","119","null","null","0","12","null","null","47","null","27","null","85","54","null","null","26","32","null","null","59","49","null","null",
"1400000US17031061901","Census Tract 619.01, Cook County, Illinois","3384","444","null","null","2448","387","null","null","225","241","null","null","18","32","null","null","441","154","null","null","0","12","null","null","41","null","49","null","211","184","null","null","101","160","null","null","110","95","null","null",
"1400000US17031061902","Census Tract 619.02, Cook County, Illinois","4607","830","null","null","3677","700","null","null","292","293","null","null","19","27","null","null","443","268","null","null","0","12","null","null","47","null","74","null","129","91","null","null","42","52","null","null","87","72","null","null",
"1400000US17031062000","Census Tract 620, Cook County, Illinois","3057","404","null","null","2583","393","null","null","98","62","null","null","0","12","null","null","132","73","null","null","0","12","null","null","35","null","47","null","209","127","null","null","41","58","null","null","168","124","null","null",
"1400000US17031062100","Census Tract 621, Cook County, Illinois","3710","504","null","null","3151","478","null","null","105","82","null","null","0","12","null","null","327","170","null","null","0","12","null","null","48","null","54","null","79","51","null","null","19","30","null","null","60","42","null","null",
"1400000US17031062200","Census Tract 622, Cook County, Illinois","3252","612","null","null","3012","617","null","null","24","26","null","null","0","12","null","null","101","82","null","null","0","12","null","null","59","null","56","null","56","63","null","null","19","30","null","null","37","56","null","null",
"1400000US17031062300","Census Tract 623, Cook County, Illinois","1616","229","null","null","1284","222","null","null","34","26","null","null","0","12","null","null","138","66","null","null","0","12","null","null","19","null","28","null","141","57","null","null","24","35","null","null","117","43","null","null",
"1400000US17031062400","Census Tract 624, Cook County, Illinois","1510","173","null","null","1317","163","null","null","97","64","null","null","0","12","null","null","13","14","null","null","0","12","null","null","43","null","53","null","40","31","null","null","16","24","null","null","24","21","null","null",
"1400000US17031062500","Census Tract 625, Cook County, Illinois","1580","238","null","null","1404","239","null","null","27","32","null","null","0","12","null","null","149","97","null","null","0","12","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null",
"1400000US17031062600","Census Tract 626, Cook County, Illinois","2438","399","null","null","1963","378","null","null","39","37","null","null","0","12","null","null","301","128","null","null","15","26","null","null","14","null","16","null","106","72","null","null","19","21","null","null","87","69","null","null",
"1400000US17031062700","Census Tract 627, Cook County, Illinois","2972","369","null","null","2638","308","null","null","29","24","null","null","12","20","null","null","74","63","null","null","0","12","null","null","56","null","51","null","163","88","null","null","57","56","null","null","106","76","null","null",
"1400000US17031062800","Census Tract 628, Cook County, Illinois","3443","524","null","null","3119","540","null","null","49","51","null","null","13","21","null","null","179","111","null","null","2","4","null","null","0","null","12","null","81","47","null","null","2","5","null","null","79","46","null","null",
"1400000US17031062900","Census Tract 629, Cook County, Illinois","3759","526","null","null","3029","343","null","null","128","131","null","null","0","12","null","null","249","133","null","null","0","12","null","null","216","null","259","null","137","89","null","null","89","76","null","null","48","43","null","null",
"1400000US17031063000","Census Tract 630, Cook County, Illinois","3506","464","null","null","2687","487","null","null","140","86","null","null","0","12","null","null","291","113","null","null","88","111","null","null","41","null","45","null","259","91","null","null","28","34","null","null","231","87","null","null",
"1400000US17031063100","Census Tract 631, Cook County, Illinois","2309","258","null","null","2022","273","null","null","0","12","null","null","0","12","null","null","121","82","null","null","0","12","null","null","32","null","33","null","134","63","null","null","31","25","null","null","103","57","null","null",
"1400000US17031063200","Census Tract 632, Cook County, Illinois","6285","770","null","null","5418","781","null","null","264","210","null","null","0","17","null","null","383","267","null","null","0","17","null","null","37","null","62","null","183","175","null","null","0","17","null","null","183","175","null","null",
"1400000US17031063301","Census Tract 633.01, Cook County, Illinois","2925","448","null","null","2160","315","null","null","278","173","null","null","0","12","null","null","170","103","null","null","0","12","null","null","61","null","57","null","256","183","null","null","144","157","null","null","112","95","null","null",
"1400000US17031063302","Census Tract 633.02, Cook County, Illinois","3867","543","null","null","3312","535","null","null","137","79","null","null","0","12","null","null","337","176","null","null","0","12","null","null","0","null","12","null","81","81","null","null","0","12","null","null","81","81","null","null",
"1400000US17031063303","Census Tract 633.03, Cook County, Illinois","1160","115","null","null","987","100","null","null","0","12","null","null","0","12","null","null","168","60","null","null","0","12","null","null","0","null","12","null","5","7","null","null","0","12","null","null","5","7","null","null",
"1400000US17031063400","Census Tract 634, Cook County, Illinois","2628","366","null","null","2235","348","null","null","107","78","null","null","0","12","null","null","209","105","null","null","0","12","null","null","0","null","12","null","77","67","null","null","0","12","null","null","77","67","null","null",
"1400000US17031070101","Census Tract 701.01, Cook County, Illinois","3848","654","null","null","3357","674","null","null","15","24","null","null","11","17","null","null","135","80","null","null","0","12","null","null","155","null","153","null","175","201","null","null","0","12","null","null","175","201","null","null",
"1400000US17031070102","Census Tract 701.02, Cook County, Illinois","3394","515","null","null","2876","494","null","null","228","132","null","null","0","12","null","null","141","80","null","null","0","12","null","null","98","null","78","null","51","45","null","null","0","12","null","null","51","45","null","null",
"1400000US17031070103","Census Tract 701.03, Cook County, Illinois","1469","130","null","null","1208","158","null","null","27","29","null","null","0","12","null","null","174","98","null","null","0","12","null","null","29","null","34","null","31","29","null","null","0","12","null","null","31","29","null","null",
"1400000US17031070200","Census Tract 702, Cook County, Illinois","4260","824","null","null","3536","686","null","null","165","84","null","null","0","12","null","null","270","185","null","null","2","5","null","null","103","null","97","null","184","164","null","null","0","12","null","null","184","164","null","null",
"1400000US17031070300","Census Tract 703, Cook County, Illinois","3729","694","null","null","3405","688","null","null","21","22","null","null","0","12","null","null","175","96","null","null","0","12","null","null","0","null","12","null","128","87","null","null","40","62","null","null","88","62","null","null",
"1400000US17031070400","Census Tract 704, Cook County, Illinois","3277","410","null","null","2868","412","null","null","128","78","null","null","0","12","null","null","201","135","null","null","0","12","null","null","8","null","13","null","72","54","null","null","0","12","null","null","72","54","null","null",
"1400000US17031070500","Census Tract 705, Cook County, Illinois","3256","421","null","null","2799","386","null","null","217","118","null","null","0","12","null","null","112","89","null","null","0","12","null","null","0","null","12","null","128","99","null","null","63","74","null","null","65","64","null","null",
"1400000US17031070600","Census Tract 706, Cook County, Illinois","3305","770","null","null","3002","743","null","null","10","15","null","null","0","12","null","null","194","120","null","null","0","12","null","null","74","null","54","null","25","27","null","null","6","11","null","null","19","24","null","null",
"1400000US17031070700","Census Tract 707, Cook County, Illinois","3880","616","null","null","2794","381","null","null","336","290","null","null","5","8","null","null","486","351","null","null","0","12","null","null","30","null","35","null","229","156","null","null","109","132","null","null","120","72","null","null",
"1400000US17031071000","Census Tract 710, Cook County, Illinois","4836","738","null","null","4013","722","null","null","322","93","null","null","0","12","null","null","356","110","null","null","0","12","null","null","31","null","39","null","114","68","null","null","18","23","null","null","96","57","null","null",
"1400000US17031071100","Census Tract 711, Cook County, Illinois","3397","546","null","null","2740","531","null","null","43","37","null","null","0","12","null","null","399","179","null","null","0","12","null","null","52","null","37","null","163","80","null","null","34","29","null","null","129","73","null","null",
"1400000US17031071200","Census Tract 712, Cook County, Illinois","1994","361","null","null","1701","304","null","null","106","78","null","null","0","12","null","null","52","38","null","null","0","12","null","null","67","null","78","null","68","53","null","null","42","48","null","null","26","29","null","null",
"1400000US17031071300","Census Tract 713, Cook County, Illinois","4378","562","null","null","3449","593","null","null","32","35","null","null","0","12","null","null","669","320","null","null","0","12","null","null","111","null","144","null","117","110","null","null","25","39","null","null","92","103","null","null",
"1400000US17031071400","Census Tract 714, Cook County, Illinois","4998","730","null","null","4247","671","null","null","246","170","null","null","0","12","null","null","288","174","null","null","0","12","null","null","70","null","80","null","147","112","null","null","7","14","null","null","140","111","null","null",
"1400000US17031071500","Census Tract 715, Cook County, Illinois","6157","667","null","null","5304","537","null","null","200","102","null","null","0","17","null","null","447","254","null","null","0","17","null","null","174","null","161","null","32","38","null","null","0","17","null","null","32","38","null","null",
"1400000US17031071600","Census Tract 716, Cook County, Illinois","1975","326","null","null","1551","328","null","null","160","77","null","null","0","12","null","null","200","93","null","null","0","12","null","null","0","null","12","null","64","33","null","null","5","7","null","null","59","31","null","null",
"1400000US17031071700","Census Tract 717, Cook County, Illinois","1622","227","null","null","1278","198","null","null","155","118","null","null","0","12","null","null","163","133","null","null","0","12","null","null","4","null","6","null","22","21","null","null","0","12","null","null","22","21","null","null",
"1400000US17031071800","Census Tract 718, Cook County, Illinois","2579","412","null","null","1944","310","null","null","190","106","null","null","0","12","null","null","370","249","null","null","0","12","null","null","8","null","13","null","67","69","null","null","39","59","null","null","28","35","null","null",
"1400000US17031080100","Census Tract 801, Cook County, Illinois","6944","866","null","null","5813","779","null","null","153","85","null","null","0","17","null","null","614","343","null","null","0","17","null","null","0","null","17","null","364","291","null","null","23","36","null","null","341","289","null","null",
"1400000US17031080201","Census Tract 802.01, Cook County, Illinois","3038","640","null","null","2647","603","null","null","121","122","null","null","0","12","null","null","190","194","null","null","0","12","null","null","18","null","28","null","62","76","null","null","43","70","null","null","19","31","null","null",
"1400000US17031080202","Census Tract 802.02, Cook County, Illinois","3321","538","null","null","2985","530","null","null","89","69","null","null","0","12","null","null","134","106","null","null","0","12","null","null","30","null","46","null","83","127","null","null","83","127","null","null","0","12","null","null",
"1400000US17031080300","Census Tract 803, Cook County, Illinois","4697","499","null","null","3926","498","null","null","49","49","null","null","0","12","null","null","614","247","null","null","0","12","null","null","65","null","49","null","43","56","null","null","0","12","null","null","43","56","null","null",
"1400000US17031080400","Census Tract 804, Cook County, Illinois","4440","811","null","null","1420","401","null","null","2211","480","null","null","0","12","null","null","365","370","null","null","0","12","null","null","19","null","32","null","425","292","null","null","219","268","null","null","206","131","null","null",
"1400000US17031081000","Census Tract 810, Cook County, Illinois","8078","1019","null","null","5523","931","null","null","1166","346","null","null","0","17","null","null","1100","385","null","null","0","17","null","null","121","null","96","null","168","92","null","null","86","73","null","null","82","60","null","null",
"1400000US17031081100","Census Tract 811, Cook County, Illinois","4404","489","null","null","3350","433","null","null","358","183","null","null","0","12","null","null","470","224","null","null","0","12","null","null","55","null","67","null","171","142","null","null","19","30","null","null","152","139","null","null",
"1400000US17031081201","Census Tract 812.01, Cook County, Illinois","4688","439","null","null","3881","427","null","null","128","91","null","null","0","12","null","null","545","220","null","null","0","12","null","null","14","null","21","null","120","107","null","null","100","104","null","null","20","26","null","null",
